time [BJD],flux,flux_err
2459771.1658768062,-0.0010867715,0.0017747354
2459771.172821364,-0.00096172094,0.0017747354
2459771.1797659216,-0.0020745397,0.0017747354
2459771.1867104797,0.0013718605,0.0017747354
2459771.1936550373,-0.0061256886,0.0017747354
2459771.200599595,-0.0004183054,0.0017747354
2459771.2075441526,0.0005456209,0.0017747354
2459771.2144887103,0.0013408661,0.0017747354
2459771.221433268,-0.0031858087,0.0017747354
2459771.2283778256,0.0012639761,0.0017747354
2459771.235322383,0.00029361248,0.0017747354
2459771.242266941,-0.0028249025,0.0017747354
2459771.2492114985,0.0005630255,0.0017747354
2459771.2561560557,-6.28829e-05,0.0017747354
2459771.2631006134,-0.0015429258,0.0017747354
2459771.270045171,-0.0019804835,0.0017747354
2459771.2769897287,-0.00297606,0.0017747354
2459771.2839342863,-0.002624631,0.0017747354
2459771.290878844,-0.00040084124,0.0017747354
2459771.297823401,-0.0033595562,0.0017747354
2459771.304767959,-0.0021166205,0.0017747354
2459771.3117125165,-0.0010412335,0.0017747354
2459771.318657074,-0.00213933,0.0017747354
2459771.325601632,-0.0027573705,0.0017747354
2459771.3325461894,-0.00015938282,0.0017747354
2459771.3394907466,-0.001418829,0.0017747354
2459771.3464353043,0.00071299076,0.0017747354
2459771.353379862,-0.002837658,0.0017747354
2459771.360324419,-0.0008457899,0.0017747354
2459771.3672689768,-0.004830241,0.0017747354
2459771.374213534,-0.002159536,0.0017747354
2459771.3811580916,-0.0030170083,0.0017747354
2459771.3881026492,3.373623e-05,0.0017747354
2459771.3950472064,0.0016672611,0.0017747354
2459771.401991764,-0.0021528006,0.0017747354
2459771.4089363213,-0.004725158,0.0017747354
2459771.415880879,-0.001360774,0.0017747354
2459771.422825436,-0.004376769,0.0017747354
2459771.4297699938,-0.0035578609,0.0017747354
2459771.436714551,-0.0009549856,0.0017747354
2459771.4436591086,-0.0015764832,0.0017747354
2459771.450603666,-0.0027413964,0.0017747354
2459771.4575482234,-0.0013555288,0.0017747354
2459771.4644927806,-0.0024636388,0.0017747354
2459771.4714373383,-0.00021028519,0.0017747354
2459771.4783818955,-0.0042072535,0.0017747354
2459771.485326453,0.00025975704,0.0017747354
2459771.4922710103,-0.0034318566,0.0017747354
2459771.499215568,-0.0007837415,0.0017747354
2459771.506160125,-0.0021612048,0.0017747354
2459771.5131046823,0.0006530285,0.0017747354
2459771.52004924,0.00090134144,0.0017747354
2459771.526993797,-0.0025531054,0.0017747354
2459771.533938355,-0.0014737248,0.0017747354
2459771.540882912,0.0010573864,0.0017747354
2459771.547827469,0.0009589195,0.0017747354
2459771.554772027,-0.0027939677,0.0017747354
2459771.561716584,-0.0019258261,0.0017747354
2459771.568661141,-0.0013754964,0.0017747354
2459771.575605699,0.00064504147,0.0017747354
2459771.582550256,-0.00042432547,0.0017747354
2459771.5894948132,-0.0004299879,0.0017747354
2459771.596439371,-0.001752913,0.0017747354
2459771.603383928,0.0016525984,0.0017747354
2459771.6103284853,-0.0008739829,0.0017747354
2459771.617273043,-0.0046767592,0.0017747354
2459771.6242176,-0.0016236305,0.0017747354
2459771.6311621573,-0.0011089444,0.0017747354
2459771.6381067145,-0.0014652014,0.0017747354
2459771.645051272,-0.0012566447,0.0017747354
2459771.6519958293,-0.0029692054,0.0017747354
2459771.6589403865,-0.0043721795,0.0017747354
2459771.665884944,-0.0032703876,0.0017747354
2459771.6728295013,0.00062298775,0.0017747354
2459771.6797740585,-0.0016368628,0.0017747354
2459771.6867186157,-0.00044459105,0.0017747354
2459771.6936631734,-0.0043237805,0.0017747354
2459771.7006077305,-0.00021332502,0.0017747354
2459771.7075522877,-0.0011550188,0.0017747354
2459771.7144968454,-6.824732e-05,0.0017747354
2459771.7214414026,-0.0007542968,0.0017747354
2459771.7283859598,-0.0024251938,0.0017747354
2459771.735330517,-0.0012753606,0.0017747354
2459771.7422750746,-0.003431201,0.0017747354
2459771.749219632,-0.004305899,0.0017747354
2459771.756164189,-0.00070106983,0.0017747354
2459771.763108746,-0.0024641156,0.0017747354
2459771.7700533033,-0.0011354685,0.0017747354
2459771.776997861,0.0007573366,0.0017747354
2459771.783942418,-0.00049465895,0.0017747354
2459771.7908869754,-0.004468739,0.0017747354
2459771.7978315325,-0.0026015043,0.0017747354
2459771.8047760897,-0.0075169206,0.0017747354
2459771.8117206474,-0.003459394,0.0017747354
2459771.8186652046,-0.0019424558,0.0017747354
2459771.8256097618,-0.0011978149,0.0017747354
2459771.832554319,-0.003868997,0.0017747354
2459771.839498876,-0.0049565434,0.0017747354
2459771.8464434333,-0.0015745163,0.0017747354
2459771.8533879905,-0.001689136,0.0017747354
2459771.860332548,-0.001814723,0.0017747354
2459771.8672771053,-0.0076316,0.0017747354
2459771.8742216625,-0.005766511,0.0017747354
2459771.8811662197,0.00075411797,0.0017747354
2459771.888110777,-0.0011402965,0.0017747354
2459771.895055334,-0.0012471676,0.0017747354
2459771.9019998913,-0.0019803047,0.0017747354
2459771.908944449,-0.0009248853,0.0017747354
2459771.915889006,-0.0018166304,0.0017747354
2459771.9228335633,-3.260374e-05,0.0017747354
2459771.9297781205,-0.0015208721,0.0017747354
2459771.9367226777,-0.0009100437,0.0017747354
2459771.943667235,-0.0037078261,0.0017747354
2459771.950611792,-0.004349947,0.0017747354
2459771.957556349,-1.8179417e-05,0.0017747354
2459771.9645009064,0.00013661385,0.0017747354
2459771.9714454636,-0.00033646822,0.0017747354
2459771.9783900212,0.00080120564,0.0017747354
2459771.9853345784,-0.0013206005,0.0017747354
2459771.9922791356,-0.00018280745,0.0017747354
2459771.999223693,0.0016163588,0.0017747354
2459772.00616825,-0.00021487474,0.0017747354
2459772.013112807,-0.0025724769,0.0017747354
2459772.0200573644,-0.00033164024,0.0017747354
2459772.0270019216,-0.00045704842,0.0017747354
2459772.0339464787,-0.0018641949,0.0017747354
2459772.040891036,-0.00041538477,0.0017747354
2459772.047835593,-0.0023364425,0.0017747354
2459772.0547801503,0.00037026405,0.0017747354
2459772.0617247075,-0.0017623305,0.0017747354
2459772.0686692647,-0.00011694431,0.0017747354
2459772.075613822,-0.001285255,0.0017747354
2459772.082558379,0.00022649765,0.0017747354
2459772.0895029367,-0.00064468384,0.0017747354
2459772.096447494,-0.0027394295,0.0017747354
2459772.103392051,0.00029313564,0.0017747354
2459772.1103366083,0.0021710396,0.0017747354
2459772.1172811654,0.00063848495,0.0017747354
2459772.1242257226,-0.0013487935,0.0017747354
2459772.13117028,0.0034450293,0.0017747354
2459772.138114837,0.0001707077,0.0017747354
2459772.145059394,0.0032738447,0.0017747354
2459772.1520039514,-0.001473546,0.0017747354
2459772.1589485086,0.00046420097,0.0017747354
2459772.1658930657,-0.0029286146,0.0017747354
2459772.172837623,-0.0036844611,0.0017747354
2459772.17978218,-0.00037622452,0.0017747354
2459772.1867267373,0.002507925,0.0017747354
2459772.1936712945,-0.0002439022,0.0017747354
2459772.2006158517,-0.0045509934,0.0017747354
2459772.207560409,-0.0015862584,0.0017747354
2459772.214504966,-0.00086069107,0.0017747354
2459772.2214495232,-0.0012270808,0.0017747354
2459772.2283940804,-0.00048679113,0.0017747354
2459772.2353386376,0.0006043911,0.0017747354
2459772.2422831943,-0.002515018,0.0017747354
2459772.2492277515,-0.00016820431,0.0017747354
2459772.2561723087,-0.0033353567,0.0017747354
2459772.263116866,-0.00028979778,0.0017747354
2459772.270061423,0.0008689165,0.0017747354
2459772.2770059803,-0.0011771321,0.0017747354
2459772.2839505374,0.002215743,0.0017747354
2459772.2908950946,0.0022249222,0.0017747354
2459772.297839652,0.00023317337,0.0017747354
2459772.304784209,-0.0028026104,0.0017747354
2459772.311728766,-0.0032496452,0.0017747354
2459772.318673323,-0.0017488003,0.0017747354
2459772.32561788,0.0011863708,0.0017747354
2459772.3325624373,-0.002072215,0.0017747354
2459772.3395069945,-0.0012468696,0.0017747354
2459772.3464515517,-0.00048458576,0.0017747354
2459772.353396109,-0.0057885647,0.0017747354
2459772.360340666,-0.00114429,0.0017747354
2459772.3672852227,-0.0015788078,0.0017747354
2459772.37422978,0.00034213066,0.0017747354
2459772.381174337,0.00033128262,0.0017747354
2459772.3881188943,0.00082302094,0.0017747354
2459772.3950634515,0.0023107529,0.0017747354
2459772.4020080087,0.00039982796,0.0017747354
2459772.4089525654,0.0018365383,0.0017747354
2459772.4158971226,-0.00037622452,0.0017747354
2459772.42284168,0.0007292032,0.0017747354
2459772.429786237,-0.0016558766,0.0017747354
2459772.436730794,-0.0028891563,0.0017747354
2459772.443675351,-0.0024760365,0.0017747354
2459772.450619908,-0.0007542968,0.0017747354
2459772.4575644652,-0.0026741028,0.0017747354
2459772.4645090224,-0.0020897985,0.0017747354
2459772.4714535796,-0.0038747787,0.0017747354
2459772.478398137,0.00250113,0.0017747354
2459772.4853426935,-0.002588272,0.0017747354
2459772.4922872507,0.00093626976,0.0017747354
2459772.499231808,-0.0015721917,0.0017747354
2459772.506176365,0.00233078,0.0017747354
2459772.513120922,-0.0039159656,0.0017747354
2459772.520065479,-0.0013675094,0.0017747354
2459772.527010036,0.0029509068,0.0017747354
2459772.533954593,-0.0022426248,0.0017747354
2459772.54089915,-0.00075256824,0.0017747354
2459772.5478437073,-0.0037273765,0.0017747354
2459772.5547882644,-0.00017911196,0.0017747354
2459772.561732821,-0.0023753643,0.0017747354
2459772.5686773784,0.00020837784,0.0017747354
2459772.575621935,-0.00020360947,0.0017747354
2459772.5825664923,0.00026595592,0.0017747354
2459772.5895110494,0.003691554,0.0017747354
2459772.596455606,-0.0012848973,0.0017747354
2459772.6034001634,-0.0028175712,0.0017747354
2459772.6103447205,-0.00061798096,0.0017747354
2459772.6172892773,-0.000785172,0.0017747354
2459772.6242338344,-0.0011309385,0.0017747354
2459772.631178391,-0.001247704,0.0017747354
2459772.6381229484,0.0019596815,0.0017747354
2459772.6450675055,0.0010330677,0.0017747354
2459772.6520120623,-0.0018081069,0.0017747354
2459772.6589566194,0.0006620884,0.0017747354
2459772.665901176,-0.0032108426,0.0017747354
2459772.6728457334,7.343292e-05,0.0017747354
2459772.67979029,-0.0012549758,0.0017747354
2459772.6867348473,0.0014631748,0.0017747354
2459772.693679404,0.00032532215,0.0017747354
2459772.700623961,-0.0009648204,0.0017747354
2459772.707568518,-0.0005451441,0.0017747354
2459772.714513075,3.159046e-05,0.0017747354
2459772.721457632,0.00126791,0.0017747354
2459772.728402189,-0.004114151,0.0017747354
2459772.7353467457,-0.003320098,0.0017747354
2459772.742291303,-0.0028703809,0.0017747354
2459772.7492358596,0.00032901764,0.0017747354
2459772.756180417,0.00057065487,0.0017747354
2459772.7631249735,0.00062942505,0.0017747354
2459772.7700695307,-0.0049476027,0.0017747354
2459772.7770140874,-0.0005916357,0.0017747354
2459772.783958644,0.0026185513,0.0017747354
2459772.7909032013,-0.0035618544,0.0017747354
2459772.797847758,-0.00060480833,0.0017747354
2459772.8047923152,0.0061211586,0.0017747354
2459772.811736872,0.00019598007,0.0017747354
2459772.8186814287,0.0027151108,0.0017747354
2459772.825625986,0.002623558,0.0017747354
2459772.8325705426,-0.0013645291,0.0017747354
2459772.8395150993,-0.0025184155,0.0017747354
2459772.8464596565,-0.0025467873,0.0017747354
2459772.8534042137,-0.0034401417,0.0017747354
2459772.8603487704,-0.0014935136,0.0017747354
2459772.867293327,-0.0028819442,0.0017747354
2459772.874237884,-0.0024980307,0.0017747354
2459772.881182441,0.0026917458,0.0017747354
2459772.8881269977,-0.00016653538,0.0017747354
2459772.8950715545,-0.00011307001,0.0017747354
2459772.9020161116,-0.0007958412,0.0017747354
2459772.9089606684,-0.00057291985,0.0017747354
2459772.915905225,-0.0030571818,0.0017747354
2459772.922849782,-0.0004902482,0.0017747354
2459772.9297943385,0.0006378889,0.0017747354
2459772.9367388957,-0.0016664267,0.0017747354
2459772.9436834524,-0.0041148067,0.0017747354
2459772.950628009,-0.001902461,0.0017747354
2459772.957572566,-0.0025615096,0.0017747354
2459772.9645171226,-0.0020411015,0.0017747354
2459772.9714616793,-0.001958847,0.0017747354
2459772.9784062365,-0.0022059083,0.0017747354
2459772.985350793,-0.002273202,0.0017747354
2459772.99229535,-0.0017570853,0.0017747354
2459772.9992399067,0.0010476112,0.0017747354
2459773.0061844634,0.0014221668,0.0017747354
2459773.013129024,-0.003003955,0.0017747354
2459773.0200735806,-0.001640439,0.0017747354
2459773.0270181373,0.002816558,0.0017747354
2459773.033962694,-0.0028324127,0.0017747354
2459773.0409072507,-0.0013331175,0.0017747354
2459773.0478518074,-0.003563106,0.0017747354
2459773.054796364,-0.0047413707,0.0017747354
2459773.061740921,-0.0017901063,0.0017747354
2459773.0686854776,0.0012949705,0.0017747354
2459773.0756300343,0.0002834797,0.0017747354
2459773.082574591,0.0008163452,0.0017747354
2459773.0895191478,-0.003113091,0.0017747354
2459773.0964637045,-0.00040841103,0.0017747354
2459773.103408261,-0.0036779642,0.0017747354
2459773.110352818,-0.0011074543,0.0017747354
2459773.117297374,-0.002442062,0.0017747354
2459773.124241931,-0.00428468,0.0017747354
2459773.1311864876,-0.0014466047,0.0017747354
2459773.1381310443,-0.0005630255,0.0017747354
2459773.145075601,0.0006607771,0.0017747354
2459773.152020158,-0.0016214252,0.0017747354
2459773.1589647145,2.4914742e-05,0.0017747354
2459773.1659092708,0.0012805462,0.0017747354
2459773.1728538275,0.0027691126,0.0017747354
2459773.179798384,-0.0013378263,0.0017747354
2459773.186742941,-0.0013017654,0.0017747354
2459773.1936874976,-0.0015169382,0.0017747354
2459773.200632054,-0.00023579597,0.0017747354
2459773.2075766106,0.0016849041,0.0017747354
2459773.2145211673,0.0012077093,0.0017747354
2459773.2214657236,-0.0004427433,0.0017747354
2459773.228410281,-0.0017012358,0.0017747354
2459773.235354837,-0.0037997365,0.0017747354
2459773.2422993938,-0.0016005635,0.0017747354
2459773.2492439505,-0.0014955997,0.0017747354
2459773.2561885067,-0.0034446716,0.0017747354
2459773.2631330634,5.710125e-05,0.0017747354
2459773.27007762,-0.0021405816,0.0017747354
2459773.2770221764,-0.002647996,0.0017747354
2459773.283966733,0.0010449886,0.0017747354
2459773.2909112894,-0.0034484267,0.0017747354
2459773.297855846,-0.0029862523,0.0017747354
2459773.304800403,-0.0025430322,0.0017747354
2459773.311744959,-0.00293535,0.0017747354
2459773.318689516,-0.003789425,0.0017747354
2459773.325634072,0.0007648468,0.0017747354
2459773.332578629,0.00044822693,0.0017747354
2459773.339523185,-0.00055861473,0.0017747354
2459773.3464677418,-0.00082957745,0.0017747354
2459773.353412298,-0.004168451,0.0017747354
2459773.3603568543,-0.0021731853,0.0017747354
2459773.367301411,-0.0014704466,0.0017747354
2459773.3742459673,-0.0003156662,0.0017747354
2459773.381190524,-0.0002462268,0.0017747354
2459773.38813508,4.184246e-05,0.0017747354
2459773.3950796365,0.0014156103,0.0017747354
2459773.402024193,-0.0018668771,0.0017747354
2459773.4089687495,-0.000816524,0.0017747354
2459773.415913306,-0.0030577779,0.0017747354
2459773.4228578624,-0.0018399954,0.0017747354
2459773.4298024187,-0.0007932186,0.0017747354
2459773.436746975,-0.0020766258,0.0017747354
2459773.4436915317,-0.000978291,0.0017747354
2459773.450636088,0.00019204617,0.0017747354
2459773.457580644,0.00035250187,0.0017747354
2459773.4645252004,-0.00090301037,0.0017747354
2459773.471469757,0.0006865263,0.0017747354
2459773.4784143134,-0.0025972724,0.0017747354
2459773.4853588697,-0.0013112426,0.0017747354
2459773.492303426,-0.0023474097,0.0017747354
2459773.499247982,-0.0011036992,0.0017747354
2459773.5061925384,-0.0022463799,0.0017747354
2459773.513137095,0.0010643005,0.0017747354
2459773.5200816514,-0.0035454035,0.0017747354
2459773.5270262077,0.0017622709,0.0017747354
2459773.533970764,-0.0008139014,0.0017747354
2459773.54091532,-0.0016076565,0.0017747354
2459773.5478598764,0.00057029724,0.0017747354
2459773.5548044327,0.00037419796,0.0017747354
2459773.561748989,1.5616417e-05,0.0017747354
2459773.568693545,-0.004437387,0.0017747354
2459773.5756381014,0.0008341074,0.0017747354
2459773.5825826577,-0.003811121,0.0017747354
2459773.589527214,0.0008126497,0.0017747354
2459773.59647177,-0.0012026429,0.0017747354
2459773.6034163265,0.0022364855,0.0017747354
2459773.6103608827,-0.00077086687,0.0017747354
2459773.617305439,0.0020080805,0.0017747354
2459773.624249995,7.021427e-05,0.0017747354
2459773.6311945515,-0.0009969473,0.0017747354
2459773.6381391073,-0.0045850873,0.0017747354
2459773.6450836635,-0.0006380677,0.0017747354
2459773.65202822,-0.0010804534,0.0017747354
2459773.658972776,-0.0023688674,0.0017747354
2459773.6659173323,0.0015968084,0.0017747354
2459773.672861888,0.0018798113,0.0017747354
2459773.6798064443,0.001578331,0.0017747354
2459773.6867510006,-0.0005028844,0.0017747354
2459773.693695557,0.0029153824,0.0017747354
2459773.7006401126,-0.0008920431,0.0017747354
2459773.707584669,-1.3768673e-05,0.0017747354
2459773.714529225,0.0006225109,0.0017747354
2459773.721473781,-0.0005931258,0.0017747354
2459773.728418337,-0.0014842749,0.0017747354
2459773.735362893,-0.00026768446,0.0017747354
2459773.742307449,-0.0024955869,0.0017747354
2459773.7492520055,-0.0025031567,0.0017747354
2459773.7561965613,-0.0023148656,0.0017747354
2459773.7631411175,0.002242446,0.0017747354
2459773.7700856733,0.0013637543,0.0017747354
2459773.7770302296,-0.00017416477,0.0017747354
2459773.7839747854,0.00016319752,0.0017747354
2459773.7909193416,-0.00017511845,0.0017747354
2459773.7978638974,-0.0043849945,0.0017747354
2459773.804808453,-0.0009278059,0.0017747354
2459773.8117530094,0.00222373,0.0017747354
2459773.8186975652,-0.0032199621,0.0017747354
2459773.8256421215,0.0003528595,0.0017747354
2459773.8325866773,0.0015205145,0.0017747354
2459773.839531233,0.0032782555,0.0017747354
2459773.8464757893,0.0010424852,0.0017747354
2459773.853420345,-0.004897058,0.0017747354
2459773.860364901,-0.0032262802,0.0017747354
2459773.8673094567,-0.00075131655,0.0017747354
2459773.874254013,-0.0019865036,0.0017747354
2459773.8811985687,-9.179115e-06,0.0017747354
2459773.8881431245,0.005665064,0.0017747354
2459773.8950876803,0.0004914999,0.0017747354
2459773.9020322366,-0.0008108616,0.0017747354
2459773.9089767924,0.0021104813,0.0017747354
2459773.915921348,-0.0020266771,0.0017747354
2459773.922865904,-0.00092571974,0.0017747354
2459773.9298104597,0.0031113625,0.0017747354
2459773.9367550155,-0.0020573735,0.0017747354
2459773.9436995713,-0.00080519915,0.0017747354
2459773.950644127,-0.00088250637,0.0017747354
2459773.957588683,-0.0010460615,0.0017747354
2459773.9645332387,-0.006451845,0.0017747354
2459773.9714777945,0.00041639805,0.0017747354
2459773.9784223503,-0.0007172227,0.0017747354
2459773.9853669065,-0.0018405914,0.0017747354
2459773.9923114623,0.00040626526,0.0017747354
2459773.999256018,-0.0020743012,0.0017747354
2459774.0062005734,-0.0006261468,0.0017747354
2459774.013145129,0.0023647547,0.0017747354
2459774.020089685,3.4451485e-05,0.0017747354
2459774.027034241,-0.0003529191,0.0017747354
2459774.0339787966,-0.0014503598,0.0017747354
2459774.0409233524,0.0016399622,0.0017747354
2459774.0478679077,0.0004746914,0.0017747354
2459774.0548124635,-0.0018199682,0.0017747354
2459774.0617570193,-0.0036600828,0.0017747354
2459774.068701575,0.0028163195,0.0017747354
2459774.0756461304,-0.0015326142,0.0017747354
2459774.082590686,0.00052034855,0.0017747354
2459774.089535242,0.0002977848,0.0017747354
