0	277.50563138588	0.000394672104
1	438.38774745931	0.000436769158
2	0.0	0.0
3	760.15460392183	0.000468959864
4	921.04575770448	0.000400717963
5	1081.929434471582	0.000421102708
6	1242.808993508603	0.000364777588
7	1403.70185721408	0.000420564989
8	1564.0577607058811	0.000036551182
9	0.0	0.0
10	0.0	0.0
11	0.0	0.0
12	0.0	0.0
13	0.0	0.0
14	0.0	0.0
15	0.0	0.0
16	0.0	0.0
17	0.0	0.0
18	0.0	0.0
19	0.0	0.0
20	0.0	0.0
21	0.0	0.0
22	0.0	0.0
23	0.0	0.0
24	0.0	0.0
25	0.0	0.0
26	0.0	0.0
27	0.0	0.0
28	0.0	0.0
29	4943.105701977482	0.005893301619
