time,flux,flux_err,mask
260.2248930063215,-0.011573612689971924,9.595394658390433e-05,False
260.2453259465983,-0.01120847463607788,9.596610470907763e-05,False
260.2657587868671,-0.011425614356994629,9.595651499694213e-05,False
260.2861915266767,-0.01128089427947998,9.594970470061526e-05,False
260.306624466255,-0.01130986213684082,9.594820585334674e-05,False
260.32705730559246,-0.011372864246368408,9.594602306606248e-05,False
260.3474900447036,-0.011271417140960693,9.594899165676907e-05,False
260.36792288358265,-0.011011958122253418,9.595953451935202e-05,False
260.3883558224552,-0.011129021644592285,9.595351730240509e-05,False
260.40878856086783,-0.010976791381835938,9.596040763426572e-05,False
260.4292213990484,-0.010829687118530273,9.59657336352393e-05,False
260.4496543369896,-0.010998785495758057,9.595984738552943e-05,False
260.47008707470377,-0.011056125164031982,9.595749725122005e-05,False
260.4905199124187,-0.010965943336486816,9.596006566425785e-05,False
260.5109528496614,-0.010819315910339355,9.596628660801798e-05,False
260.53138558667706,-0.011035323143005371,9.59582903306e-05,False
260.55181842346065,-0.010725855827331543,9.596838935976848e-05,False
260.5722512600041,-0.010828077793121338,9.596488234819844e-05,False
260.59268419655564,-0.01110696792602539,9.595479787094519e-05,False
260.61311693263997,-0.010906815528869629,9.596215386409312e-05,False
260.63354976848495,-0.010972857475280762,9.595969459041953e-05,False
260.65398270410515,-0.010854601860046387,9.5964758656919e-05,False
260.6744154397238,-0.010884463787078857,9.596502059139311e-05,False
260.6948482748703,-0.010818898677825928,9.596529707778245e-05,False
260.7152810097905,-0.010820329189300537,9.59660901571624e-05,False
260.73571394447936,-0.010725855827331543,9.596941526979208e-05,False
260.7561467791602,-0.010635733604431152,9.597393363947049e-05,False
260.77657961338264,-0.010720372200012207,9.596938616596162e-05,False
260.79701244737225,-0.010688304901123047,9.597095777280629e-05,False
260.81744528112176,-0.010866165161132812,9.59649114520289e-05,False
260.8378780148778,-0.01053696870803833,9.597759344615042e-05,False
260.8583108481689,-0.010817468166351318,9.596556628821418e-05,False
260.8787437812207,-0.010608077049255371,9.59745011641644e-05,False
260.899176614279,-0.010684192180633545,9.597202006261796e-05,False
260.91960934687086,-0.010516881942749023,9.597746975487098e-05,False
260.94004227922414,-0.010874569416046143,9.596552263246849e-05,False
260.9604750115832,-0.010692596435546875,9.597059397492558e-05,False
260.9809078434773,-0.01054847240447998,9.597707685315982e-05,False
261.00134077536495,-0.010676562786102295,9.59710669121705e-05,False
261.0422063379883,-0.010635197162628174,9.597332973498851e-05,False
261.0626391691767,-0.010646462440490723,9.59745520958677e-05,False
261.0830719999067,-0.010608673095703125,9.597500320523977e-05,False
261.123937660901,-0.010480999946594238,9.597913594916463e-05,False
261.1443705911588,-0.010495901107788086,9.597824100637808e-05,False
261.1648033209567,-0.01050865650177002,9.597995813237503e-05,False
261.1852361507481,-0.010456621646881104,9.59804019657895e-05,False
261.20566888008034,-0.010344147682189941,9.59852259256877e-05,False
261.2261018094141,-0.010549485683441162,9.59781973506324e-05,False
261.24653463828145,-0.010377347469329834,9.598414180800319e-05,False
261.26696736714075,-0.01048046350479126,9.59795288508758e-05,False
261.2874002955432,-0.010442078113555908,9.598148608347401e-05,False
261.3078331239376,-0.010595262050628662,9.59760436671786e-05,False
261.32826595210645,-0.010412633419036865,9.598268661648035e-05,False
261.3486986798089,-0.01058286428451538,9.597641474101692e-05,False
261.3691316075128,-0.010307788848876953,9.598633187124506e-05,False
261.3895644349759,-0.01044696569442749,9.59820972639136e-05,False
261.430430088978,-0.010321557521820068,9.598523320164531e-05,False
261.4508629157499,-0.01047825813293457,9.598150791134685e-05,False
261.4917285683623,-0.010391056537628174,9.59845565375872e-05,False
261.5121613944284,-0.010279715061187744,9.598810720490292e-05,False
261.5325941202682,-0.010321378707885742,9.59866592893377e-05,False
261.57345987124427,-0.010342895984649658,9.598581527825445e-05,False
261.5938926963863,-0.010501503944396973,9.597883763490245e-05,False
261.6143254212948,-0.010453402996063232,9.598103497410193e-05,False
261.63475834596466,-0.010511696338653564,9.597968164598569e-05,False
261.6551911701754,-0.010332107543945312,9.598601900506765e-05,False
261.6756238946182,-0.010451436042785645,9.598144970368594e-05,False
261.6960567185888,-0.010487616062164307,9.597961616236717e-05,False
261.71648964233464,-0.010356307029724121,9.598485485184938e-05,False
261.7369223658461,-0.010483384132385254,9.598027099855244e-05,False
261.75735518911824,-0.01055067777633667,9.597731695976108e-05,False
261.7777881121656,-0.010574579238891602,9.597582538845018e-05,False
261.8186536575522,-0.010466217994689941,9.598179894965142e-05,False
261.8390864799003,-0.010255575180053711,9.599053009878844e-05,False
261.8595193022484,-0.010375499725341797,9.598431643098593e-05,False
261.8799521241235,-0.010657072067260742,9.597478492651135e-05,False
261.9003849457731,-0.010603070259094238,9.59758908720687e-05,False
261.92081786718336,-0.010300397872924805,9.598735778126866e-05,False
261.94125058859936,-0.010405540466308594,9.5983428764157e-05,False
261.96168340955046,-0.010339200496673584,9.598590986570343e-05,False
261.98211633049505,-0.010319769382476807,9.59873796091415e-05,False
262.02298187123233,-0.010373234748840332,9.598478936823085e-05,False
262.0434145914842,-0.010519921779632568,9.597913594916463e-05,False
262.0638475112646,-0.01030731201171875,9.598914039088413e-05,False
262.08428033105156,-0.010188639163970947,9.599290933692828e-05,False
262.1047131506057,-0.010279476642608643,9.598839824320748e-05,False
262.12514596968686,-0.010189175605773926,9.599180339137092e-05,False
262.1455787887753,-0.0102463960647583,9.59893804974854e-05,False
262.16601160739083,-0.010029435157775879,9.599797340342775e-05,False
262.18644432601286,-0.010278761386871338,9.598819451639429e-05,False
262.2068772444036,-0.010288894176483154,9.598814358469099e-05,False
262.2273100625607,-0.010238826274871826,9.59896860877052e-05,False
262.247742780477,-0.010161399841308594,9.599201439414173e-05,False
262.2681756979364,-0.010103225708007812,9.599619806976989e-05,False
262.28860841539426,-0.010221242904663086,9.598986071068794e-05,False
262.3090412326128,-0.010126113891601562,9.599329496268183e-05,False
262.3294740496058,-0.010057628154754639,9.599637269275263e-05,False
262.3499068663659,-0.010052502155303955,9.599747863830999e-05,False
262.4112053152421,-0.010056495666503906,9.599726035958156e-05,False
262.4316381312965,-0.010077714920043945,9.599604527465999e-05,False
262.4725038622564,-0.010050475597381592,9.599577606422827e-05,False
262.4929365773787,-0.010144412517547607,9.599304030416533e-05,False
262.5133693922762,-0.010105550289154053,9.599484474165365e-05,False
262.53380210717296,-0.010012924671173096,9.599758050171658e-05,False
262.5542350215983,-0.010043501853942871,9.599696932127699e-05,False
262.57466783603013,-0.010020017623901367,9.599912300473079e-05,False
262.59510054999555,-0.010193586349487305,9.599116310710087e-05,False
262.6155334639552,-0.010020077228546143,9.599769691703841e-05,False
262.63596627745574,-0.009893834590911865,9.600377961760387e-05,False
262.65639909095626,-0.009891510009765625,9.600322664482519e-05,False
262.6768318039831,-0.010014474391937256,9.599795157555491e-05,False
262.6972647170187,-0.010013401508331299,9.600004705134779e-05,False
262.7176975298207,-0.009880304336547852,9.600459452485666e-05,False
262.73813024214905,-0.009864449501037598,9.600369958207011e-05,False
262.7585631544862,-0.009645938873291016,9.601222700439394e-05,False
