time,flux,flux_err,mask
260.2453259465983,0.0005028247833251953,9.58106538746506e-05,False
260.2657587868671,0.0003980398178100586,9.580681944498792e-05,False
260.2861915266767,0.00048279762268066406,9.579552715877071e-05,False
260.306624466255,0.0005478858947753906,9.581364429323003e-05,False
260.32705730559246,0.0004107952117919922,9.57909069256857e-05,False
260.3474900447036,0.0005043745040893555,9.58114251261577e-05,False
260.36792288358265,0.000662684440612793,9.5810042694211e-05,False
260.3883558224552,0.0005006790161132812,9.58137825364247e-05,False
260.40878856086783,0.0005953311920166016,9.581499034538865e-05,False
260.4292213990484,0.0006556510925292969,9.583670907886699e-05,False
260.4496543369896,0.0005112886428833008,9.581365884514526e-05,False
260.47008707470377,0.000370025634765625,9.5802141004242e-05,False
260.4905199124187,0.0005010366439819336,9.582156053511426e-05,False
260.5109528496614,0.0005446672439575195,9.582108759786934e-05,False
260.53138558667706,0.0003298521041870117,9.582367783877999e-05,False
260.55181842346065,0.0005540847778320312,9.581935591995716e-05,False
260.5722512600041,0.0004336833953857422,9.582490747561678e-05,False
260.59268419655564,7.367134094238281e-05,9.581661288393661e-05,False
260.61311693263997,0.00019741058349609375,9.581074118614197e-05,False
260.63354976848495,0.00011742115020751953,9.582019265508279e-05,False
260.65398270410515,0.00011909008026123047,9.58132222876884e-05,False
260.6744154397238,0.0001277923583984375,9.583200153429061e-05,False
260.6948482748703,0.00013566017150878906,9.581795166013762e-05,False
260.7152810097905,0.00020241737365722656,9.581587801221758e-05,False
260.73571394447936,0.0002690553665161133,9.581464109942317e-05,False
260.7561467791602,0.00038421154022216797,9.582897473592311e-05,False
260.77657961338264,0.00027298927307128906,9.582165512256324e-05,False
260.79701244737225,0.0002523660659790039,9.582379425410181e-05,False
260.81744528112176,5.412101745605469e-05,9.581958875060081e-05,False
260.8378780148778,0.00026869773864746094,9.583405335433781e-05,False
260.8583108481689,2.276897430419922e-05,9.582222264725715e-05,False
260.8787437812207,0.000110626220703125,9.581150516169146e-05,False
260.899176614279,9.047985076904297e-05,9.582303755450994e-05,False
260.91960934687086,0.00017833709716796875,9.581120684742928e-05,False
260.94004227922414,-0.00019365549087524414,9.582061466062441e-05,False
260.9604750115832,-9.08970832824707e-05,9.580986079527065e-05,False
260.9809078434773,-3.993511199951172e-06,9.582983329892159e-05,False
261.00134077536495,-0.0001201629638671875,9.582822531228885e-05,False
261.0422063379883,-6.848573684692383e-05,9.584349027136341e-05,False
261.0626391691767,-0.00014537572860717773,9.582843631505966e-05,False
261.0830719999067,-5.2928924560546875e-05,9.583459177520126e-05,False
261.123937660901,-2.8252601623535156e-05,9.582526399753988e-05,False
261.1443705911588,-0.0001323223114013672,9.581761696608737e-05,False
