time,flux,flux_err,mask
2459775.839594438,0.0010518945294557547,0.004738417781678669,False
2459775.841400012,-0.007779440262233428,0.004738417781678669,False
2459775.843217156,-0.004538156282828942,0.004738417781678669,False
2459775.845022721,-0.001566151635949753,0.004738417781678669,False
2459775.846816714,0.007689203703002301,0.004738417781678669,False
2459775.848622289,0.003807203509522017,0.004738417781678669,False
2459775.850427853,-0.004554228479665023,0.004738417781678669,False
2459775.852244997,0.008615402299317232,0.004738417781678669,False
2459775.854050571,-0.009238152893564222,0.004738417781678669,False
2459775.857673279,0.006401490810250099,0.004738417781678669,False
2459775.859467283,0.00973418606072185,0.004738417781678669,False
2459775.861272847,0.0013178585992297265,0.004738417781678669,False
2459775.863078421,0.001980164793745187,0.004738417781678669,False
2459775.864883985,0.0020166028328183483,0.004738417781678669,False
2459775.866677979,0.006280531322766958,0.004738417781678669,False
2459775.868483553,-0.005050958191460397,0.004738417781678669,False
2459775.87210626,-0.0010115943514177328,0.004738417781678669,False
2459775.873911834,0.0017369684593515622,0.004738417781678669,False
2459775.875717408,-0.001313867902262733,0.004738417781678669,False
2459775.877511402,0.0017537989654046182,0.004738417781678669,False
2459775.879316966,0.0027686455927884435,0.004738417781678669,False
2459775.881122539,0.004267839804936946,0.004738417781678669,False
2459775.882928103,0.001997507105262253,0.004738417781678669,False
2459775.884745246,0.00028570223721424703,0.004738417781678669,False
2459775.88653924,-0.0026457550687652986,0.004738417781678669,False
2459775.888344814,-0.011922100987968642,0.004738417781678669,False
2459775.890150387,0.01010842574303572,0.004738417781678669,False
2459775.891955951,0.004230093453212236,0.004738417781678669,False
2459775.893761524,-0.002762112683943996,0.004738417781678669,False
2459775.895567088,0.003348587592482133,0.004738417781678669,False
2459775.897372662,0.0018149406618428454,0.004738417781678669,False
2459775.899178225,0.007940743776301273,0.004738417781678669,False
2459775.900972218,-0.003488635680180985,0.004738417781678669,True
2459775.902777792,0.0011505430423903729,0.004738417781678669,True
2459775.904594935,0.000245784228938728,0.004738417781678669,True
2459775.906388929,-0.001321407756206927,0.004738417781678669,True
2459775.908194502,0.006707902066638516,0.004738417781678669,True
2459775.910000066,0.007178995010826306,0.004738417781678669,True
2459775.911805639,0.004411170372687678,0.004738417781678669,True
2459775.913611203,0.0013690577705334217,0.004738417781678669,True
2459775.915416776,0.0072337244983951,0.004738417781678669,True
2459775.917233919,-0.0011123107724998471,0.004738417781678669,True
2459775.919027912,0.002771968635063793,0.004738417781678669,True
2459775.920845055,-0.001702815673282676,0.004738417781678669,True
2459775.922650629,-0.0001444988631040811,0.004738417781678669,True
2459775.924456192,0.002903123780968686,0.004738417781678669,True
2459775.926273336,-0.0012600867311443054,0.004738417781678669,True
2459775.928078909,0.0012289833404721673,0.004738417781678669,True
2459775.929872902,-0.0018148878840790195,0.004738417781678669,True
2459775.931678465,0.0006375899108714833,0.004738417781678669,True
2459775.933484038,0.0004786011107356103,0.004738417781678669,True
2459775.935289601,-0.0038113539436414046,0.004738417781678669,True
2459775.937095175,-0.0042351905717179505,0.004738417781678669,True
2459775.938900748,-0.0013931053590612308,0.004738417781678669,True
2459775.940706311,-0.007543863435205633,0.004738417781678669,True
2459775.942511884,-0.0003643389023754162,0.004738417781678669,True
2459775.944317447,0.0018413758020081605,0.004738417781678669,True
2459775.94611144,-0.00517955625886124,0.004738417781678669,True
2459775.947917012,0.0001444988631040811,0.004738417781678669,True
2459775.949722575,-0.008683028006004623,0.004738417781678669,True
2459775.951528149,-0.007479555324496956,0.004738417781678669,True
2459775.953333721,-0.0033081108827748285,0.004738417781678669,True
2459775.955139285,0.005226094296380879,0.004738417781678669,True
2459775.956944858,-0.003774944939545888,0.004738417781678669,True
2459775.95875042,0.005312249963400184,0.004738417781678669,True
2459775.960544413,-0.0007541729942706077,0.004738417781678669,True
2459775.962349987,-0.0045796410715036595,0.004738417781678669,True
2459775.964155559,-0.005162924753877918,0.004738417781678669,True
2459775.965972692,-0.006125466322998707,0.004738417781678669,True
2459775.967766695,-0.00516802769157465,0.004738417781678669,True
2459775.969572258,0.0007581854025335844,0.004738417781678669,True
2459775.97137783,0.006350865557585239,0.004738417781678669,True
2459775.973194973,-0.0037340236803424798,0.004738417781678669,True
2459775.974988966,-0.002481123650247663,0.004738417781678669,True
2459775.976806109,0.0031152718533411505,0.004738417781678669,True
2459775.978611671,-0.004662834273684968,0.004738417781678669,True
2459775.980417245,-0.005841536034659978,0.004738417781678669,True
2459775.982222807,0.0003721217168841662,0.004738417781678669,True
2459775.984028379,0.0012183689970337586,0.004738417781678669,True
2459775.985833952,-0.00606734046891555,0.004738417781678669,True
2459775.987639515,0.0010134727372717034,0.004738417781678669,True
2459775.989445088,-0.007315456879777638,0.004738417781678669,True
2459775.991262231,0.0021661500204746,0.004738417781678669,True
2459775.993067793,-0.0034961017201405875,0.004738417781678669,True
2459775.994873366,-0.0016176046118721032,0.004738417781678669,True
2459775.996678928,0.0033376111899554584,0.004738417781678669,True
2459775.998484501,-0.0007775939934170362,0.004738417781678669,True
2459776.000301644,0.004422402315197971,0.004738417781678669,True
2459776.002095636,-0.0027860000126914697,0.004738417781678669,True
2459776.003901209,0.0011684424338802568,0.004738417781678669,True
2459776.005718351,-0.00482967724967065,0.004738417781678669,True
2459776.007547064,0.0004267134868547462,0.004738417781678669,True
2459776.011158199,-0.008562467241354121,0.004738417781678669,True
2459776.012963772,-0.003350778252677711,0.004738417781678669,True
2459776.014769334,-0.00454136915864356,0.004738417781678669,True
2459776.016574907,-0.012800614533584942,0.004738417781678669,True
