T0,period,amplitude 1,ttv period 1,phase 1
116.62215172412171,160.88434466250075,0.004383256668734362,2.5491089179601536,0.8036878582592344
116.62172001657858,160.8844337155672,0.005095396543344879,2.5703117493547745,0.8198040311707133
116.62191599796448,160.8844117883899,0.004903210004340148,2.5455570243857784,0.7523638375237522
116.62228844693759,160.88430423572115,0.004816412102288113,2.5754194826028995,0.7684736513198432
116.6221537330651,160.88432787663857,0.00469939588813196,2.592955232852044,0.9677872319709335
116.62200687094278,160.8843813437874,0.004797007304641377,2.5596612403520114,0.7293697352973314
116.62191840020368,160.8843462215584,0.004680833496544484,2.573373994670522,0.7346599299009992
116.62189720354147,160.88432610545718,0.00523066695887829,2.5726411230563704,0.7888810201294113
116.62256489942916,160.8842441997653,0.005065188315158396,2.579391700584812,0.8794055762729189
116.62151180012258,160.88441211836093,0.005192752133301135,2.5733451247930135,0.7698211758192766
116.62213037827118,160.88435004937762,0.004625077234876248,2.5976271911910684,0.9454947242578721
116.62210411415909,160.88434616159768,0.005211647574845734,2.5730593017029832,0.8071612880086986
116.621642565127,160.88446140326792,0.004605161618497258,2.5530641802605434,0.79999258068771
116.62251366677532,160.88428284087163,0.005013954206172297,2.5685452583631485,0.8122314573556471
116.62266205574217,160.88426484134342,0.004906655491263639,2.5931992393348042,0.9004354087729101
116.6221033409757,160.88432646608598,0.005139868302670251,2.594557437899919,0.9411689640109585
116.62204842696885,160.88433440065214,0.005077528368868798,2.5834428357942,0.8825671946327462
116.62185787459606,160.88438315799957,0.004732017463733596,2.566978771845034,0.7759982043859343
116.62170597031582,160.8843960249514,0.00468026795623648,2.560055628380832,0.7629341068029021
116.6221771100042,160.8843217354002,0.004983066073267281,2.555026407689628,0.7577318107909301
116.6221122382078,160.8843328117749,0.004867800271964661,2.5813484936208653,0.8588942453047391
116.62208425613268,160.8844062512728,0.0048900198629047075,2.570936614344289,0.8194478954598515
116.62163208871516,160.88438361014687,0.004375494306827741,2.548478959883664,0.6800048408349215
116.62200872778475,160.88436518180325,0.005329432062609979,2.5631918158495335,0.7853570814484975
116.62179020681889,160.8843810588815,0.0048133829398308335,2.5347147524680254,0.6674811875689793
116.62271197153277,160.88427009785957,0.005121034068525073,2.5848903040735856,0.876641940015303
116.6226226190748,160.8842762380511,0.004822587550207424,2.596746207475661,0.9709136885323556
116.62205744796634,160.88437659396527,0.004853047622184224,2.5631228197246947,0.8015614918238853
116.62224209075194,160.88431204339315,0.005346993743189752,2.5648993910554276,0.7972753606267153
116.62164158045854,160.88442619543756,0.005019055671091021,2.560671687279264,0.6847923253156281
116.62202662321519,160.8843710050167,0.004630574677047847,2.5601251156129714,0.7663025783063905
116.62191636802531,160.88434790617148,0.00461844558564856,2.571138282308079,0.8553209635657897
116.62194132035725,160.88430757072038,0.00441359316271807,2.5395400136654103,0.7191337671951592
116.62235019586097,160.88429949133211,0.005085851649707017,2.5765800646058516,0.8662095708123813
