T0,period,amplitude 1,ttv period 1,phase 1
116.62218313667634,160.8843478088019,0.00502532890196779,2.563598716440494,0.8259078702848037
116.6223900432305,160.88431327044412,0.004869318472754302,2.589619891272595,0.8794541189933351
116.62206139799652,160.88434071027666,0.004671018554943431,2.595906145268146,0.9089986930050329
116.62197081674297,160.8843854616767,0.004872703267411077,2.5476020477601238,0.7256485982728442
116.62204041361555,160.88433334186033,0.0045335621777037064,2.5547582520449557,0.8142741536998577
116.62247153783103,160.88426223361137,0.004529210520597606,2.581027206312954,0.9131533679449059
116.62151481341313,160.884423624741,0.004648048871691095,2.5564120437735043,0.7833560469741071
116.62206001983368,160.88430804747065,0.005160995457083759,2.6087085691717395,0.97683097463527
116.62213112901422,160.88431588152534,0.004512407795042641,2.5820662359855575,0.8418621947010313
116.62161950860336,160.88438364356622,0.004676820258952842,2.56035546371538,0.7946699063240975
116.6218733189506,160.88440473248767,0.004755465967401911,2.5343241623825374,0.6668397871132349
116.62143721747798,160.88442272123652,0.004428326891105277,2.5548613291599667,0.753141131187825
116.62183897789605,160.88434373520877,0.004638301714725485,2.5887143783333335,0.8468062260548844
116.62167990213239,160.88437331107187,0.004960632286483368,2.559368309479626,0.7237764989365082
116.62219041762727,160.88431978771024,0.005003227950968854,2.5824732028481314,0.8378830578071662
116.62176903707243,160.88438753601204,0.005168248826497136,2.560314001963478,0.7642012743627286
116.62203159724135,160.8843213913429,0.004486558597140015,2.5972407328893814,1.0010522992653355
116.62164760145146,160.88441296465655,0.0047322674716817,2.555282135828355,0.6857981910881967
116.6218608620563,160.8843548922834,0.004908607659332299,2.5545573900766367,0.8091037593994861
116.62157352235162,160.88443595234097,0.004694118816426414,2.5330856967043864,0.60547167368593
116.62251482742992,160.88427578493233,0.004690941660094812,2.585670443521702,0.8587221003871207
116.62193284850613,160.88432591072564,0.004549727005369207,2.5596989791958253,0.7541549576954107
116.62214613202224,160.88431500182992,0.004620923526833404,2.5807833258328308,0.799371840317974
116.62163664459672,160.8844153542468,0.0048547416174275545,2.538194967358874,0.6456282968050318
116.62191432697408,160.88438846188998,0.004776914805027699,2.5579912949591703,0.7620913932140606
116.622716038023,160.8842846815476,0.004974176725539566,2.5597028162827655,0.7936558689844352
116.6223580236765,160.88432064786522,0.004931194663064525,2.577633945149409,0.8622828831119557
116.62201387484478,160.88435708235093,0.005005519344289175,2.5628045491206333,0.8126565377648497
116.62234931230047,160.88432512937138,0.005191821958631248,2.5719693858835453,0.790634938744973
116.6218339734561,160.88434492628528,0.004978029271214875,2.5886645252409934,0.9000414852862593
116.6216361547905,160.88442045866952,0.005046332534383737,2.5747438039703208,0.8605406648487691
116.62255223070424,160.88425517400174,0.005181116926762034,2.6089216959594594,0.9876307168250389
116.62213063061392,160.88435655288112,0.004901992118318427,2.5886554962948374,0.9019655702876787
116.6220054943363,160.88435228602606,0.004898799733885951,2.542399051294598,0.6457180395797278
116.62157352235162,160.88443595234097,0.004694118816426414,2.5330856967043864,0.60547167368593
116.62229128362851,160.88433843791418,0.0048297828986311716,2.5712636629593764,0.8174004424379129
116.62175563612914,160.88438609952863,0.004888656039740074,2.5922241728954214,0.8619253626175477
116.62212283484895,160.88431065748438,0.004812202910491355,2.588937440711799,0.8511406774544588
116.62242799564032,160.88427162790038,0.004997035580262645,2.5773584610773215,0.8040034135410442
116.62235902446217,160.88425782993568,0.004693438817347788,2.565768037991275,0.8211381752065161
116.6223541940477,160.8842801193503,0.0049729284148998945,2.5941392041793234,0.9108174044186985
116.62241006320768,160.8842616800922,0.004648209652242012,2.573809969618528,0.8881259336706916
116.62162312066947,160.88439948964847,0.004669623368188437,2.5409700377054416,0.7564914831119558
116.62217678469477,160.88432634760943,0.00531435248748701,2.5632731974861116,0.7077742775814205
116.62201260330038,160.88433664683788,0.004694881127141643,2.5620724875868723,0.7574732620223261
116.62223051115191,160.88431848761417,0.005089586726954649,2.5600843593059386,0.7978541793630392
116.62200462480762,160.88435338054734,0.004856702539565102,2.5833726608476493,0.9065632258995784
116.62179594860795,160.88436359270827,0.004567482639641744,2.5696733148603603,0.8144220143547521
116.6217936288645,160.88436329140774,0.004894703916463187,2.5883295253871785,0.8445602468095565
116.6217860603372,160.8843518190065,0.004937381785153806,2.5503186324233518,0.7754171903244346
116.62193869511032,160.88438011564642,0.004773278993890592,2.5584206993499383,0.7877325228811529
116.6219888337582,160.88438453757396,0.004846995651851996,2.5597963335216605,0.7518749017925437
116.6227299932311,160.88427882457623,0.0049916963908069045,2.5786457818449917,0.8793041165057455
116.62201884640696,160.88438039992633,0.00508760573533281,2.5905134350708257,0.8913983852093033
116.62211573132726,160.88437510491525,0.004953440041753194,2.566300088666289,0.8505798696823352
116.62158429933844,160.88443914911306,0.005332036647275982,2.569514299297383,0.7590086817492863
116.62224472984074,160.88433617040877,0.004798444690695258,2.585698221363276,0.9314313523003949
116.62148316514369,160.88441484404638,0.005033040759667036,2.576297857898489,0.7649108804427533
116.62220537248669,160.88430248555963,0.00450954010412803,2.5703122559746823,0.9228439621733665
116.62263956604522,160.8842949244148,0.005142533065136366,2.6017677729293793,0.9260062899245229
116.62198366991396,160.88434934869687,0.004920598272115449,2.5822346912171374,0.8732290702553053
116.62200286539651,160.8843573025172,0.004555063678386448,2.573224919440124,0.8494561867655118
116.62177714801,160.88443138332096,0.004799652609892637,2.565006233404408,0.8053541592357941
116.6220150823103,160.8843294640092,0.004613940191158996,2.568910830239133,0.79574307525155
116.62225098817193,160.88429399861744,0.005361061767202571,2.570550035544209,0.7267252594972587
116.62206971405766,160.88430554708233,0.004491618856823904,2.5750966257535497,0.8988540244489542
