epochs,times,ttvs,times_low_err,times_high_err
0,277.5056308451958,-6.271876488308408,0.5427016565317899,0.5535325746768649
1,438.3877517284695,-7.789440401311367,0.5600449225039483,0.6340740979157999
3,760.1546341997358,-7.122276251593576,0.6791858025826514,0.6726703981439641
4,921.0457576507545,4.29323262548678,0.5768443493980158,0.5811746301515086
5,1081.929442441759,5.009035172424774,0.6352218171014101,0.6531270477717044
6,1242.8089955849289,-0.2346225385008438,0.49457848155725515,0.5102230068587232
7,1403.701862659475,13.669654051573161,0.6194731843061163,0.5934327852082788
8,1564.5776111423002,2.9399244159685622,0.5061640735220863,0.471655347282649
29,4943.119577685257,-4.51142224825162,6.572426850761985,5.82196679446497
