bjd_tdb,flux,flux_err,airmass
2459775.8073968,1.0011479461662487,0.00452238479367896,1.00838334416829
2459775.808346487,1.0016472681473136,0.00452238479367896,1.00813010860538
2459775.80929404,1.0035057442446391,0.00452238479367896,1.00790145398906
2459775.810238483,1.00106788434407,0.00452238479367896,1.00769665746388
2459775.811184435,1.005572446609495,0.00452238479367896,1.00751521599056
2459775.812129832,0.9935361451964261,0.00452238479367896,1.00735740319767
2459775.813075043,1.0024600859990025,0.00452238479367896,1.00722301299678
2459775.814022636,1.0042849711955264,0.00452238479367896,1.00711183157184
2459775.814968606,0.9987958680149693,0.00452238479367896,1.0070244136286
2459775.815913475,0.9985753243673489,0.00452238479367896,1.00696048981716
2459775.816860726,0.9978072234502725,0.00452238479367896,1.00691985153968
2459775.817806762,1.001552777433958,0.00452238479367896,1.00690274288449
2459775.81875185,0.9955676374104256,0.00452238479367896,1.00690911486578
2459775.819696727,1.003166285949967,0.00452238479367896,1.00693887176813
2459775.820643121,1.0003592936296635,0.00452238479367896,1.00699204008061
2459775.821589075,0.9969904826085,0.00452238479367896,1.00706871799871
2459775.822533849,1.000347551878803,0.00452238479367896,1.00716888807291
2459775.823480867,1.0010139218087504,0.00452238479367896,1.00729242144843
2459775.824425939,1.0009980923413648,0.00452238479367896,1.00743943066037
2459775.825371697,0.9983839065069683,0.00452238479367896,1.00761032179547
2459775.826319744,1.0031893462904125,0.00452238479367896,1.00780483109637
2459775.827266808,1.004193350287276,0.00452238479367896,1.00802261841256
2459775.828212661,1.0004905908593997,0.00452238479367896,1.00826374284722
2459775.829157248,1.0027881310919469,0.00452238479367896,1.00852871871237
2459775.830102954,1.0050177896572816,0.00452238479367896,1.0088170201975
2459775.831048256,0.9969525310737556,0.00452238479367896,1.00912886878754
2459775.831994291,0.9979150363009704,0.00452238479367896,1.00946432121474
2459775.832939768,1.0024944400742226,0.00452238479367896,1.00982398089465
2459775.833886068,0.9983325698677026,0.00452238479367896,1.01020735789776
2459775.834832093,1.0012251785978197,0.00452238479367896,1.01061424614353
2459775.835777884,1.0000189209750239,0.00452238479367896,1.01104529159351
2459775.836723073,0.9998211165822743,0.00452238479367896,1.01149955354642
2459775.837667977,1.000514171410104,0.00452238479367896,1.01197854134335
2459775.838613894,1.0016149307849758,0.00452238479367896,1.01248067531519
2459775.839561137,1.0038703774438262,0.00452238479367896,1.01300774827171
2459775.840505396,1.0005938800964134,0.00452238479367896,1.01355796150124
2459775.8414514,1.0055951509523948,0.00452238479367896,1.01413297907701
2459775.842397133,1.0001839258149845,0.00452238479367896,1.01473174473431
2459775.84334342,0.9987836471678941,0.00452238479367896,1.01535445386142
2459775.844289466,0.9960668101283905,0.00452238479367896,1.01600325514298
2459775.845235665,1.0038493982044832,0.00452238479367896,1.01667511570586
2459775.847129429,1.0056205844429458,0.00452238479367896,1.01809513654534
2459775.848075192,1.0077856074129266,0.00452238479367896,1.01884051510106
2459775.849020496,1.0029321232575368,0.00452238479367896,1.01961038365774
2459775.849965855,1.0066779133424062,0.00452238479367896,1.02040606294179
2459775.850912604,1.0004207833614243,0.00452238479367896,1.0212265542878
2459775.851860146,1.0019231460607543,0.00452238479367896,1.02207323629696
2459775.852806618,1.0018786655583987,0.00452238479367896,1.02294474654045
2459775.853753118,1.0020046065796244,0.00452238479367896,1.02383953604218
2459775.854697538,1.0013984045164954,0.00452238479367896,1.02475928744423
2459775.855642641,0.9987353067453159,0.00452238479367896,1.02570461171372
2459775.856589231,0.9959922553352121,0.00452238479367896,1.02667762652537
2459775.858480164,1.0102349676726006,0.00452238479367896,1.02869419157112
2459775.859425524,1.0115262486230852,0.00452238479367896,1.02974305521908
2459775.860370968,1.0011477663778259,0.00452238479367896,1.03081622819745
2459775.861317725,0.9999378047645899,0.00452238479367896,1.0319184746386
2459775.862262574,1.0061802443440058,0.00452238479367896,1.03304243291617
2459775.863206607,1.004322561903703,0.00452238479367896,1.03419130092423
2459775.864150211,1.0007872810292076,0.00452238479367896,1.03536741991649
2459775.865093941,1.0027297074279433,0.00452238479367896,1.03657054743079
2459775.866037521,1.0000305811190549,0.00452238479367896,1.03779837102324
2459775.866981259,1.0014961209447584,0.00452238479367896,1.03905406628651
2459775.867926134,1.0066628127689403,0.00452238479367896,1.04033825010297
2459775.868870221,1.0031665441227178,0.00452238479367896,1.04164976194612
2459775.869816147,0.996397361956693,0.00452238479367896,1.04298808965168
2459775.870759464,0.998839965672314,0.00452238479367896,1.04435194275813
2459775.871702836,0.997213323220426,0.00452238479367896,1.0457419670718
2459775.872646446,1.0011281345596936,0.00452238479367896,1.04715918077908
2459775.873589918,1.0105683198413151,0.00452238479367896,1.04860568633507
2459775.874533304,0.9984022591680134,0.00452238479367896,1.05007998281165
2459775.875476753,1.010031186290567,0.00452238479367896,1.05158091641807
2459775.876420265,0.996800949908495,0.00452238479367896,1.05311131478708
2459775.877364896,1.000235639443853,0.00452238479367896,1.0546708575495
2459775.878308228,0.9977745284552992,0.00452238479367896,1.05625643045148
2459775.879252101,1.005807654160977,0.00452238479367896,1.05787494297404
2459775.880195051,0.9986206061478904,0.00452238479367896,1.05951766785385
2459775.881137905,1.0037778585833517,0.00452238479367896,1.06119011353148
2459775.88208113,0.9973842243236187,0.00452238479367896,1.06289147795622
2459775.883968513,0.9981282840068411,0.00452238479367896,1.06638688290444
2459775.884912381,0.9914474365112833,0.00452238479367896,1.06817693934645
2459775.885855779,1.0123045836082798,0.00452238479367896,1.06999725351025
2459775.886798884,1.0010155207393134,0.00452238479367896,1.07184793873294
2459775.887741972,1.0025589327589428,0.00452238479367896,1.07373418156302
2459775.888685641,1.0056854787322478,0.00452238479367896,1.07564539361272
2459775.889629064,0.998586585157395,0.00452238479367896,1.07758794969734
2459775.890572126,0.9993924912556968,0.00452238479367896,1.07956419089522
2459775.891515901,1.006419070903505,0.00452238479367896,1.08157191453288
2459775.892459133,1.005677238936124,0.00452238479367896,1.08360851823543
2459775.893402065,1.0039773741375364,0.00452238479367896,1.08567764880672
2459775.894345165,1.0057593205835067,0.00452238479367896,1.08778319454331
2459775.895291516,1.0058140695057156,0.00452238479367896,1.08992162099558
2459775.896234727,0.996265745406358,0.00452238479367896,1.09208724733421
2459775.897178331,0.9993791590695358,0.00452238479367896,1.09428580634157
