koi #	TTV amplitude (mins)	BIC score (>10 = strong evidence)		
892.01	5.0161373911952225	2.49
893.01	22.05038223742902	100.82000000000001
895.01	0.4313505001416597	13.58
896.01	3.60465789148468	5.97
896.02	5.914392963711975	39.410000000000004
897.01	0.2732816971335123	11.06
898.01	7.246000685085128	29.29
898.02	9.316766748810187	35.11
898.03	15.763317552899375	28.400000000000002
899.01	9.302828574826188	34.2
899.02	9.226946664478834	26.85
899.03	13.608695287147643	39.78
900.01	7.9679529771891175	8.59
901.01	1.0157697919039812	-0.42
902.01	148.4960233206886	10439.76
904.02	506.2275696607085	7882.37
904.03	406.9305815686651	2154.05
906.01	10.051638788499412	31.52
906.02	17.91953932426254	21.150000000000002
907.01	6.277275025183673	-1.34
907.02	10.745726587041176	2.15
907.04	8.771824568574768	-4.8
908.01	0.5229640293370923	0.25
910.01	4.2453046675769075	3.66
911.01	12.39034540493999	45.75
911.02	36.67874715970794	-1.85
912.01	3.9726271677020435	15.77
912.02	28.72032057734377	26.38
914.01	14.2172421516781	75.71000000000001
916.01	1.6477636157665507	-2.18
918.01	6.361148760425884	1023.5400000000001
920.01	5.752937135502715	0.36
921.01	8.772361031131705	16.36
921.02	14.790391341191432	110.45
922.01	9.327997065397431	36.01
923.01	4.993918564338534	6.63
924.01	10.447905709136958	-0.06
926.01	3.701067411570491	20.17
928.01	28.38154064019578	1237.08
929.01	1.242814776597041	19.7
931.01	0.2546941801160547	4.3500000000000005
934.01	4.456252308104087	5.87
934.02	30.17783302541876	49.63
934.03	28.909065281252317	71.73
935.01	20.871644071051147	424.88
935.02	22.107385460229132	154.37
935.03	16.429574199366026	1.79
936.01	2.4049536208813214	3.47
936.02	2.884174043444634	17.6
937.01	17.302598322360794	43.14
938.01	13.175443534772056	63.39
939.04	25.41495035420232	62.65
940.01	1.2430019027848014	-3.0500000000000003
941.01	2.943956900227214	6.26
941.02	9.401066018559224	51.64
941.03	3.5500186242538176	-2.5500000000000003
942.01	4.700530749924205	1.95
943.01	7.904973555974586	26.12
945.01	25.985617851177338	11.57
945.02	23.46249712074156	11.47
947.01	7.229267165639123	6.47
948.01	15.03788325385402	11.1
949.01	5.802893768417904	2.13
951.01	2.642527484730479	4.97
951.02	14.41921640725664	18.22
952.01	8.966120342031314	53.95
952.02	16.36185143676646	77.01
952.03	6.528618295938099	6.24
953.01	2.1527698774061403	3.0500000000000003
954.01	8.38342971149252	26.44
954.02	15.78163235994836	17.42
955.01	12.195863059669117	36.68
956.01	2.7864727179396476	7.67
972.01	20.64842629622102	59.6
974.01	7.912205196147736	1.28
975.01	7.953923912806084	43.92
984.01	575.3379603582914	698150.37
986.01	10.45177340242502	44.86
986.02	63.68438319340386	44.81
987.01	2.8065040554252327	0.37
988.01	4.3452150591518635	9.69
988.02	8.331336437036258	12.280000000000001
991.01	9.26994021128906	11.86
992.01	43.487332338020316	112.46000000000001
993.01	22.174481877796005	13.01
993.02	26.749978437172697	1.51
998.01	0.5732007985856041	-2.18
999.01	14.44843419062409	18.080000000000002
999.02	30.555712666635337	19.98
1001.01	27.00392598773384	7.390000000000001
1001.02	38.426169705795054	0.8300000000000001
1005.01	4.291980133990405	3.84
1014.01	16.790471348824685	35.64
1015.01	10.834136363590408	16.48
1017.01	12.013545074932532	26.13
1022.01	27.12726833830224	50.730000000000004
1024.01	8.86058941393648	50.13
1029.01	34.140325324805374	94.29
1050.01	4.608326049485532	31.51
1050.02	9.509971869688005	27.47
1051.01	15.206117395699566	10.82
1052.01	19.05024921493413	25.26
1052.03	50.482770061726825	27.39
1052.04	45.06473965538209	67.7
1060.01	42.60984693457198	160.02
1060.03	50.05338059665472	62.17
1061.01	88.77584322922549	43.29
1066.01	0.5995282854012405	5.76
1067.01	0.2802967875725576	-0.6
1069.01	5.864714808930782	14.42
1070.01	20.554063655780936	60.75
1070.02	192.938138414481	40.6
1072.01	21.220229875362527	78.60000000000001
1074.01	0.5451934316225862	23.39
1078.01	5.896102438285693	11.11
1078.02	6.652793023599533	24.34
1078.03	13.188361282651396	21.080000000000002
1081.01	73.89393463729307	1078.89
1086.01	57.09793036112922	34.36
1089.01	2.5040241445317464	5.3
1089.02	2.912493438044085	0.93
1094.01	30.430759931653313	180.46
1095.01	2.2680192377560613	0.47000000000000003
1099.01	2.949465975200499	-3.04
1101.02	18.034991798382148	26.73
1102.01	49.183174782954374	135.28
1102.02	39.51356153763811	232.63
1102.03	29.666382351197736	63.56
1103.01	64.01786801231192	467.42
1106.01	19.995073258578913	90.43
1108.01	9.968357068065075	9.46
1112.01	20.143792127643234	7.55
1113.01	11.181286062352433	8.02
1113.02	21.00713865282254	17.45
1115.01	29.588644735821507	83.59
1116.01	10.74581257156022	42.03
1117.01	23.395998258852167	44.82
1127.01	18.702346158723127	54.14
1128.01	3.764132696094431	8.88
1145.01	1040.2070830644423	18713.49
1148.01	26.794699102659063	42.83
1148.02	70.42917506373892	56.980000000000004
1151.01	18.40299181366184	59.27
1151.02	21.65740010526133	12.49
1159.01	5.686742214076015	-0.9
1160.01	13.171937678467215	22.19
1161.01	25.685798027065577	87.56
1161.02	21.433802635935916	35.52
1162.01	27.2877739061383	47.22
1163.02	18.967043800863333	37.09
1165.01	3.9329145750090606	0.93
1169.01	3.861238167392688	35.4
1170.01	6.2791320675526485	4.2
1175.01	109.0068645281105	162.68
1175.02	69.54893246486195	62.39
1176.01	0.16682908108908093	3.85
1191.01	15.729345883839663	26.45
1193.01	2.1033298418331894	-2.33
1194.01	12.211238124052592	7.29
1194.02	32.10339361369789	11.71
1196.03	210.44275383246242	63.6
1198.01	30.728479997876278	44.97
1198.03	63.3322245288842	99.17
1199.01	16.418871103476533	2.99
1203.01	31.709834783330233	39.7
1203.02	27.629806708646242	22.79
1203.03	60.33335737367956	45.94
1204.01	45.93620884784283	89.65
1205.01	22.276650836133847	55.6
1207.01	10.182203922049904	5.91
1209.01	1903.6985736782397	63943.68
1210.01	50.475297372774854	97.54
1215.01	25.53398273550957	37.550000000000004
1215.02	28.94631238786429	17.69
1216.01	17.940622888809365	43.6
1218.01	9.948487302058275	-3.1
1221.01	60.72946576411782	66.32000000000001
1221.02	98.43947554458286	28.060000000000002
1226.01	0.4442075823794503	4.9
1230.01	3.0017660507835027	7.8100000000000005
1236.01	96.1616738950447	2721.55
1236.02	22.29724082036744	70.52
1236.03	209.7885704785187	5155.74
1238.01	16.497882999448198	12.69
1240.01	9.898040871364083	48.79
1240.02	6.910091188554244	19.05
1241.01	53.04419387173958	133.81
1241.02	186.60463878820698	569.75
1242.01	8.911090257921302	13.25
1245.01	13.812455449402817	9.13
1246.01	23.923826984563725	56.99
1257.01	1.6139018476180818	4.09
1258.01	11.006521789981436	33.64
1258.02	25.11913541126961	28.86
1258.03	25.874049453574813	9.290000000000001
1261.01	50.94214200656644	2.61
1261.02	24.016885866175304	24.35
1264.01	12.746262830086266	18.09
1266.01	11.300548804462816	33.08
1270.01	4.311834985808239	10.63
1270.02	37.73849157024854	343.36
1271.01	134.47478444306628	36445.11
1273.01	15.25810457224313	0.64
1275.01	4.208224922147787	0.97
1276.01	18.41937661426573	54.410000000000004
1278.01	29.167022168373265	73.99
1278.02	14.1338974088069	6.23
1279.01	9.48803250512275	11.78
1281.01	15.843558052257393	17.3
1282.01	11.3021435775185	7.2700000000000005
1283.01	30.48701006620434	101.36
1288.01	1.071578394558034	-4.61
1298.01	9.709600499181866	20.8
1298.02	62.12385100587534	43.730000000000004
1299.01	13.055241570884123	11.03
1300.01	2.4689771232771562	18.71
1301.01	12.754183336404042	6.78
1301.02	13.073407021647817	-1.8
1302.01	27.986377018961296	53.96
1303.01	35.87855088896251	18.06
1306.04	27.32904344945811	3.99
1307.01	17.712522269854787	41.5
1307.02	11.176801745660237	7.53
1308.01	9.81899325757526	-0.03
1309.01	16.320507567512266	57.85
1310.01	20.983382348586808	35.67
1311.01	6.038880683688364	-1.74
1314.01	45.61271182249367	90.8
1315.01	15.581100440431237	52.800000000000004
1316.01	47.34938880710241	87.61
1320.01	1.4011105447941634	12.25
1323.01	1.1457335081025435	3.5300000000000002
1325.01	1.9291514512280392	-4.79
1328.01	3.1409387745154658	-3.15
1329.01	10.219390235759828	0.19
1331.01	11.35602509509996	10.49
1332.01	11.748379910029431	5.61
1332.03	114.24291535225723	36.29
1335.01	6.486969379229756	3.99
1336.01	24.200357470921684	52.68
1336.02	27.264003179930523	20.91
1336.03	49.26921185912797	46.42
1338.02	53.761949053379034	25.11
1342.02	20.902101885574314	69.16
1353.01	9.366473642293629	506.67
1353.02	159.156283196079	69.21000000000001
1355.01	6.507253618521256	16.82
1357.01	7.52965630095552	32.08
1358.01	4.845312668901872	15.17
1358.02	14.405859426661697	15.11
1359.01	7.439089067243932	0.
1359.02	14.142546693935703	-3.52
1360.01	15.10016818582184	29.71
1360.02	13.297604987099243	33.6
1361.01	6.178718406794156	-3.97
1362.01	17.775072527515928	19.37
1364.01	29.518432270728635	37.26
1364.02	18.71796327873529	60.29
1364.03	22.818762209237352	13.290000000000001
1366.01	9.066323223361197	6.37
1366.02	15.149847707614903	6.8100000000000005
1370.01	15.087996688914851	23.8
1378.01	15.638756922221656	8.68
1379.01	11.766904625666658	15.69
1387.01	0.21976073716521752	7.3100000000000005
1391.01	0.47839108400767394	9.950000000000001
1393.01	2.971295284919017	8.78
1395.01	8.289730165297453	26.86
1396.01	16.161984582472826	50.870000000000005
1397.01	4.407648289568023	1.71
1398.01	9.664261818455602	19.88
1399.01	14.544655883328591	29.14
1402.01	31.869492977227477	105.12
1403.01	12.555854439978027	14.98
1404.01	18.847001293530493	33.09
1405.01	31.597645237361345	58.17
1406.01	9.396739288462257	6.95
1408.01	18.958858384681093	58.26
1409.01	7.722797315105087	-0.8200000000000001
1410.01	14.449990943659309	18.78
1412.01	15.536118485604481	4.72
1413.01	78.53872353527608	175.98
1413.02	53.29846956051029	83.88
1413.03	39.77196551196942	32.24
1420.01	3.0389914349118787	0.74
1422.01	6.930886794201187	9.18
1422.02	13.024008377122852	33.92
1422.04	29.761005738829496	4.3100000000000005
1422.05	37.73886442861732	37.62
1423.01	12.80279665295016	-0.86
1424.01	6.020491613003103	26.35
1425.01	9.19249435233426	37.5
1426.01	46.57590734428901	515.5
1426.02	78.08268899876511	7067.89
1426.03	33.238516374425586	705.35
1428.01	2.432522172381243	8.370000000000001
1429.01	27.134309188783522	41.26
1430.01	8.784171302730517	20.34
1430.02	19.920385274355134	52.85
1430.03	18.096472817128493	16.2
1432.01	17.143566127631633	24.36
1432.04	53.63185750240522	6.2
1433.01	24.030538171600366	25.76
1435.01	13.440640888170167	1.05
1435.02	10.396645031918382	8.94
1436.02	19.101888513382747	23.59
1438.01	21.129132622246765	58.33
1442.01	5.380512943322825	23.150000000000002
1444.01	19.884429199738648	5.5600000000000005
1445.01	19.729533055044975	36.26
1456.01	0.8307817925105409	0.68
1457.01	0.7896013928529987	6.21
1458.01	41.07402160023767	5354.89
1465.01	0.7846454233209831	8.82
1470.01	6.202220431883613	-0.89
1472.01	15.085363641824456	9.72
1473.01	4.599212369715911	15.43
1474.01	43.52493226229369	44041.14
1475.02	14.20183390781547	33.9
1476.01	44.74170241966621	161.64000000000001
1477.01	250.18129451388833	11636.37
1478.01	12.051747343986113	618.78
1480.01	9.13892390017073	11.44
1481.01	8.031508527793708	26.310000000000002
1483.01	1.6875796397539877	-0.79
1484.01	15.397698070196203	119.31
1486.01	2.946411983102662	-2.14
1486.02	19.781310169064465	37.52
1488.01	8.267940709349777	37.89
1489.01	19.52842781813342	41.21
1491.01	11.980922053944443	34.95
1494.01	19.179045650203822	15.55
1495.01	10.603518966638404	6.11
1496.01	3.624008935474765	4.92
1498.01	17.167787197780054	44.72
1499.01	6.255111750737142	4.38
1503.01	10.724458671630861	4.88
1506.01	17.555339754179617	11.98
1507.01	27.759283689517982	63.14
1508.01	31.45830588646453	54.06
1515.01	7.136871472759404	15.610000000000001
1515.02	8.182216779952485	8.93
1516.01	14.532466116895964	20.16
1517.01	9.446982472429106	5.8100000000000005
1518.01	16.25281371806175	1.61
1520.01	7.710651416726396	-1.3
1521.01	17.01898962422394	29.400000000000002
1522.01	16.937649836213545	16.21
1525.01	11.464433624256534	65.78
1525.02	35.422284816837674	108.48
1527.01	66.12432861152935	129.94
1529.01	86.18988857383164	203.59
1530.01	16.929252154976314	75.07000000000001
1531.01	14.555728840328102	46.67
1532.01	8.515480019953594	5.3500000000000005
1533.01	19.648070338035556	46.27
1534.01	35.58189016375752	136.70000000000002
1535.01	19.34056469023341	27.23
1537.01	33.05939442720412	23.900000000000002
1546.01	1.6339176776984063	5131.96
1547.01	0.7574883050947782	0.98
1549.01	0.8626255703747671	-1.42
1552.01	1.7446920906165342	1.6400000000000001
1553.01	1.5748622408933337	1.6300000000000001
1557.01	2.430838849561092	23.23
1557.02	7.0310450694454225	44.17
1557.03	4.651027713133375	11.97
1558.01	0.9481648553638696	-3.
1561.01	6.366231341071749	25.89
1563.01	13.072970318671793	75.33
1563.02	15.76505945908693	27.39
1563.04	25.213984107872456	21.740000000000002
1564.01	3.029019884602434	-0.4
1567.01	8.329032266449111	10.72
1567.03	14.895166092238675	10.41
1567.04	14.050992406399864	-1.11
1569.01	13.545725117399067	45.82
1570.01	10.53653160484527	39.88
1572.01	10.538612811962167	21.68
1573.01	119.17291160617096	5800.18
1574.01	11.030163420122108	122.39
1576.01	5.31779860265521	19.95
1576.02	11.450383263086344	63.6
1581.01	91.4406811173069	382.15000000000003
1581.02	52.37222213717921	41.69
1582.01	86.06846847034086	1304.8600000000001
1583.01	23.772686837516176	53.31
1585.01	21.484088473337426	22.93
1586.01	8.532877337916627	5.2700000000000005
1587.01	4.513079734065922	-2.2800000000000002
1588.01	4.4543832788254605	9.47
1589.01	17.570993220588125	36.92
1589.02	26.371128964993293	33.88
1589.03	24.102742991290455	6.17
1589.05	54.027799309481566	32.230000000000004
1590.01	24.305121694720405	40.74
1591.01	12.160585893576359	5.26
1593.02	41.48201586172383	44.43
1595.01	9.443308212042195	-2.37
1596.02	19.3452587482339	7.88
1597.01	6.473636256733517	23.43
1598.01	16.562522080402356	57.67
1598.02	21.730901479096605	3.0300000000000002
1599.01	378.10225613711947	630.89
1601.01	31.1973749092069	45.59
1601.02	65.31594153154587	24.32
1606.01	9.853709663930685	34.81
1608.01	22.195403429219898	58.63
1608.02	29.73344791906801	20.56
1609.01	10.799499105429106	2.31
1613.01	21.795403861189836	47.94
1613.02	114.28065453630687	84.64
1615.01	5.792869530885336	15.68
1616.01	12.095366671336365	9.870000000000001
1619.01	22.28792755527037	52.77
1621.01	13.640337709337034	23.240000000000002
1622.01	23.377985599748484	31.7
1626.01	20.58510066582628	145.59
1627.01	12.54775541436786	22.21
1628.01	7.219970979639714	14.55
1633.01	40.305185330066124	42.32
1643.01	20.74034053534952	5.57
1645.01	0.7508805130848686	-0.15
1647.01	26.387389800029453	37.660000000000004
1647.02	87.8058132714212	15.99
1648.01	19.066182272633128	5.01
1650.01	16.16289360110509	25.98
1650.02	11.321435629089454	-1.45
1651.01	39.54625884322993	28.85
1656.01	55.6157981770584	18.89
1659.01	60.86873036188412	136.54
1660.01	278.02059845791297	6.88
1669.01	12.773015824881613	-0.36
1672.01	15.118011604778623	5.12
1675.01	16.081762257822565	50.42
1677.01	12.037259353930494	3.85
1681.01	15.860119221657161	22.490000000000002
1683.01	25.870314178920744	60.59
1684.01	1.3802991777828422	-3.3000000000000003
1685.01	13.362735889086307	14.74
1687.01	11.269957769438438	18.76
1691.01	2.411921985760314	1.96
1692.01	2.419791439032009	16.56
1693.01	3.452886834516245	9.09
1695.01	63.57857986666312	45.53
1700.01	20.216774912192218	78.04
1702.01	4.660042124695152	21.18
1704.01	7.821885962923033	13.9
1705.01	50.21343659474432	106.54
1706.01	5.31139502673048	1.9000000000000001
1707.01	86.62412266737728	98.18
1707.02	10.336244717757772	-4.26
1708.01	14.478474156313112	-3.72
1710.01	17.39340726465521	13.31
1711.01	29.883606394191386	50.160000000000004
1713.01	18.67612380438477	92.32000000000001
1715.01	23.00403064430294	7.42
1716.01	15.159174219395807	46.38
1718.01	13.01098093263992	-3.12
1720.01	40.63178336361045	133.94
1721.01	17.228586631185067	-0.84
1722.01	46.57854968332596	21.16
1723.01	16.956222340636536	9.56
1724.01	18.980141354787992	18.01
1726.01	6.639046105993689	8.99
1727.01	7.5989829021418815	3.64
1732.01	37.70613060618042	48.47
1733.01	27.364637250067425	49.79
1736.01	44.247031713242855	66.77
1738.01	9.817139778860511	24.16
1747.01	9.433765078077359	20.650000000000002
1749.01	21.948735131362167	19.19
1750.01	21.65235152401043	10.13
1751.01	3.153749116458315	-3.68
1751.02	111.21250431843502	1631.8400000000001
1754.01	11.956512055900573	7.07
1758.01	8.692929857916283	34.54
1761.01	11.457777172726534	7.61
1773.01	2.295771966591755	2.27
1779.01	1.4086127124991896	20.17
1779.02	2.7500363353561075	7.62
1781.01	9.902823387400385	285.71
1781.02	1.8191339063859298	17.44
1781.03	50.97442131071882	3562.77
1783.01	6.327443752855846	61.75
1787.01	7.532748181410326	0.03
1788.01	3.186651659838626	-1.81
1790.01	34.2125314439866	547.03
1792.01	6.65292776870249	67.04
1792.03	20.281769657372347	69.92
1793.01	0.9786024259239685	2.1
1797.01	3.6678564311383397	18.73
1800.01	1.4495841421474962	271.69
1801.01	3.3936530553966553	1.09
1802.01	7.79546149283317	234.78
1803.01	2.3025670509434444	2.21
1804.01	2.338150916683076	102.43
1805.01	3.3081357699494838	20.07
1805.02	18.214672387905587	-5.4
1805.03	7.776918172347418	33.88
1806.02	42.38371966865983	55.77
1808.01	2.8859011562097443	-0.23
1809.01	3.3205272802417767	-0.43
1809.02	5.700838611157506	15.49
1813.01	3.816735341362182	5.89
1814.01	75.66479700391315	2287.11
1815.01	2.0722750623480546	5.67
1816.01	1.5733255281218101	-2.47
1818.01	4.858837239534274	-1.3
1819.01	7.013015626569581	35.07
1820.01	7.126662874782331	30.13
1821.01	7.005567021431896	17.76
1822.01	9.891847175643104	17.8
1824.01	8.669543674559444	38.37
1824.02	7.121607199939452	46.99
1825.01	4.129087286858915	-4.01
1826.01	3.7845840711130685	-4.79
1828.01	14.42235024194307	6.33
1829.01	4.8386026050673046	7.01
1830.01	9.803060843813716	54.07
1830.02	8.548298014406592	1.6300000000000001
1831.01	61.58907007535757	248.27
1831.03	221.81884535815442	1372.54
1831.04	14.147304908179377	6.59
1832.01	6.182169556021423	25.93
1832.02	12.935159251326448	32.160000000000004
1832.03	24.87796340093976	55.35
1833.01	4.118406829441235	6.24
1833.02	3.077895919370918	-0.41000000000000003
1833.03	5.7415712495262055	-0.13
1835.01	8.987778805110917	31.85
1835.02	7.631527012991445	48.26
1835.03	14.583761113940456	32.47
1837.01	7.78216027760605	12.13
1838.01	14.902234689526262	16.02
1839.01	7.253136681447441	17.43
1840.01	116.65473848041994	270.93
1841.01	8.826956534064502	14.14
1842.01	11.439506584484326	45.160000000000004
1843.01	5.0208224582653775	4.71
1845.01	6.8120403707804895	42.96
1845.02	3.145655650487868	-4.75
1846.01	7.647399397759065	-3.73
1847.01	11.860540898408548	21.62
1848.01	32.580024284431424	107.04
1849.01	4.994294087635581	6.640000000000001
1850.01	9.135221869012227	12.02
1851.01	8.067705623983874	41.980000000000004
1852.01	8.833820485714858	8.23
1853.01	8.42442007161534	2.38
1854.01	29.745525455115963	50.47
1856.01	78.428082369908	982.58
1857.01	8.567169427870967	-2.82
1858.01	11.785000851167258	2.64
1860.01	7.300814520323671	25.13
1860.02	9.823735588994206	12.63
1861.01	7.818918356723541	14.65
1862.01	6.950449359132115	-3.5
1863.01	8.100705169292157	1.53
1864.01	14.227467530416158	39.07
1866.01	49.83895124315379	8.89
1867.01	8.81474900690997	41.88
1867.02	4.491902099471933	-0.8
1867.03	19.419348709733033	59.78
1868.01	4.990462292620533	5.24
1870.01	4.2778001254831866	-1.72
1871.01	13.093679789838733	6.3100000000000005
1871.02	19.637958819987684	29.04
1872.01	6.585043601536014	-0.93
1873.01	18.91418731955639	18.63
1873.02	116.25031758047143	127.9
1874.01	11.428539631958216	14.89
1875.01	12.610109228710956	16.07
1876.01	17.66205301257648	45.86
1877.01	8.873505032993274	16.42
1878.01	6.366200040772479	2.37
1879.01	3.8518963170373657	-3.46
1880.01	2.0607938907215315	4.68
1881.01	9.318366266251077	7.74
1882.01	14.260106068160892	61.800000000000004
1883.01	13.76522407736826	70.78
1884.01	640.5112180529026	62735.36
1885.01	7.87779316866396	10.48
1886.01	7.130791892516795	19.34
1888.01	11.873570157795104	17.88
1889.01	13.684646777158717	12.52
1890.01	9.737713834321957	29.54
1891.01	17.817390430896562	28.580000000000002
1892.01	12.519376114466066	-1.69
1893.01	10.722421217659095	37.21
1894.01	15.417204583841128	37.980000000000004
1895.01	9.2825893731947	27.650000000000002
1895.02	14.581944500267628	39.980000000000004
1895.03	29.222331284025937	67.29
1897.01	19.826729046726193	25.36
1898.01	8.19707733362648	15.59
1899.01	18.727212746275846	39.31
1900.01	8.37079826520823	11.700000000000001
1901.01	13.219670111372878	2.
1902.01	5.9064037624495045	10.1
1904.01	10.281540616330163	5.39
1905.01	12.49903269897127	23.37
1905.02	18.92052279395697	15.39
1905.03	39.30384629746292	31.66
1906.01	2.972822780663588	-4.55
1907.01	13.916340852300811	68.11
1908.01	12.67215996602174	15.4
1908.02	33.23885462131599	72.8
1909.01	12.632431006658717	36.49
1909.02	14.467161620493608	31.41
1909.03	10.45763107874056	0.16
1910.01	14.028366791243018	4.16
1911.01	6.277020612903195	5.63
1913.01	18.475512592746348	138.11
1914.01	7.984180281789582	8.94
1915.01	12.089234485017021	34.08
1916.01	18.27910739898658	26.48
1916.02	15.952595975315461	66.66
1917.01	36.778095742350224	16.92
1920.01	6.547840745994634	3.0500000000000003
1921.01	14.520569536037296	89.78
1922.03	8.762362653630753	-4.59
1923.01	8.565011572878813	6.99
1925.01	16.66343594363569	95.21000000000001
1928.01	12.574766488108702	10.43
1929.01	22.614317310371835	48.7
1929.02	25.37798031580551	107.86
1930.01	29.00726986605237	22.75
1930.02	27.971743837140103	33.05
1930.03	17.079537559121018	0.58
1930.04	40.40546430632881	67.13
1931.01	17.138025335213058	55.89
1931.02	28.17400522335391	16.76
1931.03	23.69163280878963	11.040000000000001
1932.01	35.0727538440311	2.07
1933.01	11.105052812303299	-2.2600000000000002
1934.01	15.378646563349001	51.230000000000004
1935.01	3.1797673561454607	-5.84
1937.01	2.5075964406947655	17.48
1938.01	9.40347120755307	5.88
1939.01	9.60822611682435	17.38
1940.01	5.765795557508642	1.36
1942.01	15.931870769275736	48.800000000000004
1944.01	9.122805879058	6.93
1945.01	18.357910561196984	25.54
1946.01	9.694163877070745	30.52
1950.01	10.535195710611537	-4.21
1951.01	12.04237988409029	0.28
1952.01	21.232912912340222	52.15
1952.02	31.69117064196823	10.81
1952.04	58.0803283044771	82.37
1955.01	17.333164220738528	57.06
1955.02	47.13340402752065	25.580000000000002
1955.04	18.895963480761	16.97
1958.01	12.136921212188009	23.85
1959.01	6.556593206375522	2.09
1960.01	15.045860400962916	6.8500000000000005
1960.02	22.05319843569882	7.88
1961.01	7.910552831536971	23.36
1962.01	7.588369970360381	-0.06
1963.01	6.007929600294957	-2.32
1964.01	25.417822993096696	44.09
1967.01	8.260027702781192	10.44
1968.01	11.366412035365393	19.830000000000002
1969.01	19.211507597728744	34.74
1970.01	16.51271634248589	26.97
1970.02	21.063925773040268	0.31
1971.01	26.644402899299344	66.43
1972.01	11.385427309686307	20.72
1973.01	18.311238666881984	165.75
1974.01	7.705913102605677	-3.56
1975.01	16.39061204331745	38.49
1976.01	15.887211320585212	50.64
1977.01	5.741195840942597	5.34
1978.01	7.161591192056952	14.19
1978.02	10.648952087105009	13.65
1979.01	7.5483102925628085	28.66
1980.01	17.886172711572417	7.07
1982.01	10.097684497076589	28.14
1984.01	13.674802939491459	15.24
1985.01	3.314590103675534	7.0200000000000005
1986.01	11.667189611371375	0.54
1989.01	507.2257526218934	144.68
1990.01	29.98163298200567	45.17
1992.01	28.96940745633919	63.11
1992.02	33.066579043940635	-0.32
1995.01	4.27990038628671	3.94
1996.01	10.070396556303873	6.5600000000000005
1997.01	21.400476099732995	60.47
1998.01	16.720502278817005	67.7
2000.01	11.173668438541181	11.55
2001.01	16.805748948574912	51.52
2002.01	11.176238499049438	8.84
2004.01	43.949339300332234	-5.39
2005.01	20.670540832630557	66.77
2006.01	8.34499218128779	31.04
2007.02	28.48585204229692	61.61
2009.01	57.721169815689244	-2.56
2010.01	10.149693702687545	7.5200000000000005
2011.01	12.736157571158506	32.25
2011.02	30.43772727039856	3.63
2012.01	8.97613078698692	-3.31
2013.01	7.016983860925211	28.69
2016.01	22.991901145222	82.79
2017.01	8.760536598493443	29.68
2018.01	32.55320423536764	56.53
2019.01	14.300677859518956	24.66
2020.01	19.051557646902985	1.68
2021.01	11.43714557839331	29.05
2022.01	9.579866692597843	14.19
2022.02	18.500717290550636	62.410000000000004
2023.01	16.044827764068337	20.830000000000002
2024.01	131.1036483524408	-2.59
2025.01	10.152210640156351	3.37
2025.02	22.344804646131134	42.57
2026.01	9.037606814122002	36.5
2028.01	14.382620529216073	4.19
2028.02	21.92091901206579	20.6
2028.03	66.38746713265108	18.07
2029.01	7.104583848655008	-0.48
2029.02	26.843363322944036	57.84
2031.01	12.347777850221778	14.72
2032.01	8.147865859625583	-1.6500000000000001
2033.01	20.74835285435681	134.7
2034.01	4.971270562663711	15.06
2035.01	2.304922521615032	8.86
2036.01	17.517899101176997	72.59
2037.01	6.356509030490545	3.8200000000000003
2037.02	8.718688085281725	16.51
2037.03	16.181230999714842	108.64
2038.01	39.21120702821782	176.98
2038.02	63.53863675377789	341.14
2039.01	13.833764018183604	38.65
2040.01	6.571836339494132	-0.85
2042.01	43.21588976106921	104.77
2043.01	12.742896370425228	-1.27
2044.01	16.733037866318433	36.800000000000004
2045.01	14.13687015274846	43.71
2045.02	25.72995198085387	16.06
2046.01	27.58817849840024	20.1
2047.01	22.28191096208161	51.99
2048.01	10.17269149981308	24.93
2051.01	13.37981614170194	-2.77
2052.01	6.437104790729974	3.96
2053.01	15.233213628865764	45.65
2053.02	13.363139948668918	17.37
2055.01	12.805087616416992	23.62
2056.01	18.020678777018077	10.53
2057.01	18.877487837816766	86.88
2060.01	7.0795003819258895	21.26
2061.01	155.77208124339236	2026.9
2062.01	15.430798067007911	3.1
2064.01	22.563581967714327	53.63
2065.01	13.149127548273047	-1.36
2066.01	12.32781143856053	-3.25
2067.01	13.834374578321118	5.0200000000000005
2069.01	22.04532032772908	36.82
2073.01	28.5434833819542	11.27
2073.03	17.137646523868963	20.35
2074.01	26.53332335946896	34.85
2076.01	27.61734811938558	12.63
2076.02	5.906550615335371	-1.75
2078.01	106.39531194734273	49.04
2078.02	22.23439410198124	17.28
2080.01	17.04495419838555	-2.99
2080.02	13.236524682890174	17.94
2081.01	34.51789166158222	51.64
2082.01	15.21906922987711	12.77
2083.01	8.283208237595137	16.93
2084.01	7.100387228911254	7.68
2086.02	34.43017698254621	68.16
2087.01	32.769878674687966	91.55
2090.01	6.430501065044697	8.5
2091.01	18.790050455249226	32.59
2092.01	42.32137844888085	25.97
2092.02	20.30430669838039	15.76
2092.03	126.39684708549771	85.33
2093.01	15.220083599525864	20.68
2094.01	96.21787744821066	68.87
2094.02	18.15064822506111	-1.19
2096.01	25.09885845122854	69.43
2097.01	39.9547057672909	57.36
2098.01	35.435917085639105	89.87
2098.02	24.58236737493429	1.46
2099.01	21.945780187127074	2.7800000000000002
2102.01	217.02579961583382	57.26
2104.01	8.135039847654935	43.61
2106.01	18.431237265193506	21.46
2107.01	21.861391671161407	5.18
2108.01	22.91736410828203	4.24
