koi #	TTV amplitude (mins)	BIC score (>10 = strong evidence)		
584.02	9.540864336589715	9.57
585.01	5.581054287023085	30.900000000000002
586.01	14.652169308031494	13.33
587.01	14.91904866878932	108.39
588.01	10.336698397656473	38.79
590.01	11.77799607102947	16.87
590.02	13.839437678309322	7.94
592.01	35.945050327159706	80.13
593.01	9.128498861773311	24.6
593.02	54.60439725592815	221.13
593.03	38.648829516870244	23.95
596.01	3.300864048903295	18.1
597.01	18.263344794921434	18.53
597.03	17.974899178128865	1.1400000000000001
598.01	11.23988599268304	73.14
598.02	27.82775948352453	15.31
599.01	9.756200012562251	22.89
600.01	13.180049731574139	70.51
601.01	6.073792273080135	38.53
601.02	3.6965970743226926	13.71
602.01	25.135898205006605	68.15
605.01	3.1203039387374973	11.83
610.01	8.776866347641173	35.52
611.01	0.42356384665555485	9.94
612.01	10.005824364549833	21.03
612.02	12.403138074074404	6.3100000000000005
612.03	8.56147353050454	-3.92
614.01	0.9225509169307304	0.78
617.01	1.2034901960114397	0.91
618.01	7.37720809381862	20.28
620.01	9.665589806653418	569.69
620.02	35.85329531206625	1956.29
620.03	16.976441562968304	33.95
622.01	5.145683602799425	-0.6900000000000001
623.01	13.309870832623911	25.73
623.02	25.83164373704692	56.07
623.03	23.616969731156193	132.42000000000002
623.04	62.891785747603706	96.03
624.01	5.492500497237306	12.08
624.02	6.608590670893891	0.62
624.03	6.659543736236461	52.28
625.01	3.916519385481339	1.
626.01	11.3410778788084	20.
627.01	6.177120190766719	20.45
628.01	7.487890151666493	20.25
629.01	10.46326970959071	-3.08
632.01	11.114720582013158	49.77
633.01	167.83433685220922	4.09
635.01	4.113835574520155	5.4
638.01	135.93115893884402	9262.630000000001
638.02	6.104172282386304	6.1000000000000005
639.01	7.75272913331654	3.84
640.01	5.121933678995163	8.47
641.01	3.447781106159628	3.11
645.01	15.203638059640824	11.93
645.02	23.107367840841455	19.56
647.01	12.76684796813981	48.58
649.01	12.823636998904487	15.49
650.01	2.7182708947370733	9.19
652.01	1.1112964029593422	10.05
654.01	18.18496292553264	57.660000000000004
655.01	6.533356266378426	0.98
655.02	15.725240116318231	-0.1
657.01	4.79780461824118	8.370000000000001
657.02	8.914552116475885	26.28
658.01	4.468501513707809	28.37
658.02	4.980753931787723	11.27
658.03	43.59765275045244	82.56
659.01	5.524054135423315	-5.18
660.01	17.775235739075168	75.26
661.01	11.163453487380597	5.44
661.02	73.74946960474047	31.45
662.01	6.991924355937762	-1.23
663.01	3.2408164139337865	18.43
663.02	6.4526313384496525	17.09
664.01	17.518284528220025	40.230000000000004
664.03	58.64336370135111	30.98
665.01	3.2841169714081344	0.89
666.01	5.533083243302243	7.61
670.01	18.94320904987012	71.69
671.01	15.702830892281732	56.370000000000005
671.02	28.21380323578441	50.160000000000004
671.03	26.221080936598366	19.28
672.01	5.058485945509899	0.72
672.02	8.916684003724548	31.88
673.01	8.04182038042688	51.61
674.01	3.6037735982026917	7.34
676.01	4.424190535771264	679.72
676.02	1.9960739649878911	148.99
678.01	7.811880192603391	20.89
678.02	7.058596941318198	14.27
679.01	10.934234604267107	3.85
680.01	0.4275652865125753	-6.17
684.01	2.5219588623390967	3.45
685.01	8.43234435922502	63.34
686.01	0.2689374636886224	1.68
688.01	9.6153279744565	67.92
689.01	8.361991646267175	3.92
691.01	5.148171928654525	-3.63
691.02	49.37588401723855	45.51
693.01	36.67004243200876	26.11
693.02	13.95840424836042	27.18
694.01	4.644341277051754	10.21
695.01	10.875085013269912	18.13
697.01	5.053048875352571	17.98
698.01	0.4352336280233018	0.91
700.01	6.594665464877753	7.5200000000000005
700.02	15.659075418141896	43.660000000000004
700.03	22.798216969013055	29.98
700.04	20.80118565645292	-2.54
701.01	2.880357041283066	0.12
701.02	5.401458449189999	20.080000000000002
701.03	9.229750055089216	-0.97
701.04	236.93017912077576	104.19
704.01	3.303197678161951	-4.66
707.01	7.037095361399995	8.08
707.02	19.572309578142583	23.900000000000002
707.03	34.17196006353313	78.19
707.04	23.16123246308531	41.79
708.01	7.309162255606143	6.0200000000000005
708.02	15.078980115720292	41.1
709.01	16.092440788658248	78.86
710.01	18.915342134628155	77.67
710.02	27.832992528238186	81.63
711.01	6.87345602333966	3.0700000000000003
711.02	11.820081671841463	37.87
711.03	11.12591904751804	-1.43
714.01	1.2210059425373552	-3.21
716.01	1.2429907014073303	-4.86
717.01	12.2165266441953	30.14
718.01	7.77633608768959	28.98
718.02	8.230751000727919	4.7
718.03	18.626649394819957	1.69
719.01	1.8537642417656908	-2.17
719.02	20.407960895846507	28.23
719.03	9.19317394047852	-3.04
719.04	8.919806711831002	32.74
720.01	2.3668909534491536	18.57
720.02	3.399358557352375	10.68
720.03	11.121098975568676	110.44
720.04	10.323818459356266	92.86
721.01	20.92293670523044	36.77
722.01	10.477868019972636	1.61
723.01	2.798757497187639	8.370000000000001
723.02	6.873277903271212	18.48
723.03	2.091108035624395	0.06
728.01	0.5992922454684041	-4.39
730.01	73.00847217408251	223.05
730.02	69.2949917684739	47.1
730.03	216.24574182096154	155.79
732.01	2.3295208749898864	10.52
733.01	5.044111603746267	13.23
733.02	10.304492529672547	34.9
733.04	17.696696184267044	39.94
734.01	12.691457332736666	14.52
734.02	43.35905654570004	60.58
735.01	13.149718075780662	23.26
736.01	10.367819749653622	11.85
738.01	109.89341310883964	445.3
738.02	160.43894976132157	697.6
739.01	5.2552283384467255	34.76
740.01	9.49047286658122	3.93
746.01	26.152198382385954	141.28
747.01	4.592245189082731	26.48
749.01	11.745679379089392	74.5
750.01	12.880292307434075	19.29
751.01	15.138867360433668	50.410000000000004
752.01	16.854301461548538	46.86
752.02	23.123506761973076	25.560000000000002
753.01	1.4734463568406935	19.07
755.01	8.855100143118811	49.92
756.01	7.433842915189289	3.69
756.02	18.146582020076114	54.730000000000004
757.01	2.421545327161604	8.63
757.02	52.544814012681464	489.7
757.03	12.208325846320083	66.29
758.01	9.907164437805884	2.32
759.01	49.43086331512537	1412.44
759.02	324.958892955799	24.400000000000002
760.01	1.1369861806247261	131.99
762.01	43.84296937422253	256.33
763.01	0.8454109355131316	-0.05
764.01	4.982125808525481	0.29
765.01	7.501029640526818	14.02
766.01	3.0694060190278822	7.3500000000000005
767.01	0.21667111283620888	8.68
769.01	7.523823429681645	23.12
772.01	5.808665426187125	-0.22
773.01	13.355720795044835	12.56
775.01	14.852247641347942	41.62
775.02	17.900307792526817	212.52
775.03	16.895284954561784	21.12
776.01	1.0298868126300993	10.34
777.01	4.336417916435881	23.12
778.01	6.6294503980807375	24.46
780.01	4.631804529159883	27.73
781.01	4.129468438214133	1.96
782.01	2.289752905110402	9.61
783.01	2.077553167753147	1.93
784.01	24.43113387457128	160.92000000000002
784.02	9.460247120126924	12.97
785.01	19.666560598050786	54.35
787.01	34.21075184211957	28.
787.02	10.489315997197732	30.18
788.01	14.412378565233485	48.56
790.01	6.506036096692682	10.76
790.02	25.985548137290913	12.64
791.01	1.8390842838632673	8.11
795.01	5.765066331219475	4.72
797.01	1.9909209189616248	4.
800.01	10.272181884275492	57.36
800.02	10.513242365244	14.27
801.01	0.3984641441192723	8.17
802.01	0.4828543566253275	-0.19
804.01	9.24366521409392	23.39
805.01	0.6785708058481946	1.44
806.01	73.74140821907035	4646.54
806.02	32.750809276108896	13060.03
806.03	1475.606583076428	363274.03
809.01	0.24198049502942814	2.06
810.01	5.6625562887353125	20.19
811.01	6.535540290800524	23.28
812.01	3.7894948268294386	1.45
812.02	15.99882501230889	17.8
812.03	24.044055628895368	18.01
813.01	0.8418522316159497	6.03
814.01	20.459530416729248	6.01
815.01	3.0345094270004638	1.3900000000000001
816.01	3.2245122701778146	0.66
817.01	17.03277924788999	15.52
818.01	6.761356779947115	22.7
821.01	12.664009288067396	6.890000000000001
824.01	7.236553688013896	189.04
825.01	9.894740034614163	12.040000000000001
826.01	6.464216737796658	26.89
829.01	18.799556305950613	46.99
829.02	24.014594524069228	37.18
829.03	20.64298289091609	43.44
830.01	0.15855099014028717	6.87
833.01	2.4795205204569126	19.31
834.01	4.770224306469277	37.18
834.02	31.74207506339327	44.76
834.03	29.29767999056767	50.42
834.05	30.3230675420547	0.7000000000000001
835.01	6.617645787201974	8.77
835.02	29.97642941499552	30.55
837.01	14.68013447022695	55.5
841.01	18.550935211553085	404.74
841.02	16.615897790632754	428.57
841.03	15.701898233245046	73.42
842.01	8.87542229981811	9.56
842.02	7.807253305991101	7.08
843.01	1.3165581903741714	2.18
844.01	3.909148541499039	17.490000000000002
845.01	6.483129246924302	-1.77
846.01	0.4168669880322938	-3.2600000000000002
847.01	3.3654304616941357	-3.02
849.01	8.415982051329163	9.1
850.01	0.539296087285347	5.25
851.01	1.4541065024395383	9.72
852.01	14.0499045038499	30.45
853.01	7.177010912035112	10.55
853.02	19.79279419701236	30.94
854.01	10.01789375738916	1.6
855.01	0.42556851756990605	1.29
856.01	0.8618987174604216	-3.5500000000000003
857.01	5.4781786655598514	10.27
857.02	14.857007906626045	0.8200000000000001
858.01	0.918778054955913	-3.83
863.01	5.631493336988473	17.09
864.01	4.198165319058326	4.95
864.02	16.690020113813524	19.68
864.03	15.470623881432301	18.68
867.01	7.5662043121355875	22.17
868.01	36.114994578741026	4580.81
869.01	6.764631872885301	9.65
869.02	76.1590681345091	571.6
869.03	11.609908516828135	10.01
870.01	6.52171720010035	46.52
870.02	12.20776993624642	78.48
871.01	0.2325183259890861	20.66
872.01	54.17308278093216	17092.63
873.01	11.729677410177764	35.76
874.01	6.0337882123564395	31.69
874.02	26.992343495427587	30.240000000000002
875.01	2.5432465741130215	9.84
877.01	3.707667602826576	17.97
877.02	8.688216281232531	45.59
877.03	39.997429859880086	76.25
878.01	8.92123884280184	1.7
880.01	21.606555378438735	247.79
880.02	62.960517375649495	6520.7
880.03	9.478503165598253	44.35
881.01	8.826330330083863	13.370000000000001
881.02	61.97365683764302	-0.24
883.01	0.3971812368049145	220.97
884.01	2.335468805163467	19.13
884.02	194.26485717564188	76751.61
884.03	14.330227830799778	78.58
886.01	65.9686767886545	2262.46
886.02	124.96429156603959	1803.33
886.03	82.14051251939661	42.82
887.01	6.502160156618917	6.0200000000000005
889.01	0.56052190477642	9.52
890.01	0.7736017710230446	-2.87
891.01	12.148085662786881	41.22
