epochs,times
0.0,277.5059077955439
0.010000000000000009,279.114630373687
0.020000000000000018,280.72335328058773
0.030000000000000027,282.33207658802013
0.040000000000000036,283.9408003675201
0.050000000000000044,285.54952469034254
0.06000000000000005,287.158249627419
0.07000000000000006,288.76697524931586
0.08000000000000007,290.37570162619204
0.09000000000000008,291.98442882775703
0.10000000000000009,293.59315692322997
0.1100000000000001,295.201885981298
0.1200000000000001,296.8106160700758
0.13000000000000012,298.41934725706454
0.14000000000000012,300.02807960911235
0.15000000000000013,301.63681319237395
0.16000000000000014,303.24554807227173
0.17000000000000015,304.85428431345673
0.18000000000000016,306.4630219797699
0.19000000000000017,308.0717611342045
0.20000000000000018,309.6805018388684
0.2100000000000002,311.2892441549472
0.2200000000000002,312.8979881426679
0.2300000000000002,314.50673386126283
0.2400000000000002,316.1154813689346
0.2500000000000002,317.72423072282146
0.26000000000000023,319.3329819789635
0.27000000000000024,320.9417351922687
0.28000000000000025,322.550490416481
0.29000000000000026,324.15924770414773
0.30000000000000027,325.76800710658875
0.3100000000000003,327.37676867386585
0.3200000000000003,328.9855324547526
0.3300000000000003,330.59429849670596
0.3400000000000003,332.2030668458375
0.3500000000000003,333.8118375468863
0.3600000000000003,335.4206106431918
0.37000000000000033,337.02938617666933
0.38000000000000034,338.6381641877831
0.39000000000000035,340.24694471552425
0.40000000000000036,341.8557277973863
0.41000000000000036,343.46451346934316
0.4200000000000004,345.07330176582803
0.4300000000000004,346.68209271971244
0.4400000000000004,348.29088636228727
0.4500000000000004,349.8996827232434
0.4600000000000004,351.5084818306549
0.4700000000000004,353.1172837109616
0.4800000000000004,354.7260883889537
0.49000000000000044,356.33489588775706
0.5000000000000004,357.9437062288191
0.5100000000000005,359.5525194318966
0.5200000000000005,361.16133551504333
0.5300000000000005,362.77015449460004
0.5400000000000005,364.37897638518376
0.5500000000000005,365.9878011996802
0.5600000000000005,367.59662894923497
0.5700000000000005,369.2054596432481
0.5800000000000005,370.8142932893674
0.5900000000000005,372.42312989348466
0.6000000000000005,374.03196945973184
0.6100000000000005,375.64081199047837
0.6200000000000006,377.24965748633036
0.6300000000000006,378.85850594612964
0.6400000000000006,380.46735736695473
0.6500000000000006,382.0762117441226
0.6600000000000006,383.6850690711914
0.6700000000000006,385.2939293399642
0.6800000000000006,386.9027925404941
0.6900000000000006,388.5116586610899
0.7000000000000006,390.120527688323
0.7100000000000006,391.729399607036
0.7200000000000006,393.3382744003507
0.7300000000000006,394.9471520496792
0.7400000000000007,396.556032534734
0.7500000000000007,398.164915833541
0.7600000000000007,399.7738019224519
0.7700000000000007,401.38269077615837
0.7800000000000007,402.9915823677074
0.7900000000000007,404.60047666851693
0.8000000000000007,406.20937364839335
0.8100000000000007,407.8182732755489
0.8200000000000007,409.4271755166211
0.8300000000000007,411.0360803366921
0.8400000000000007,412.6449876993101
0.8500000000000008,414.25389756651043
0.8600000000000008,415.86280989883824
0.8700000000000008,417.4717246553723
0.8800000000000008,419.080641793749
0.8900000000000008,420.68956127018805
0.9000000000000008,422.2984830395175
0.9100000000000008,423.90740705520193
0.9200000000000008,425.51633326936906
0.9300000000000008,427.12526163283894
0.9400000000000008,428.7341920951529
0.9500000000000008,430.3431246046033
0.9600000000000009,431.95205910826513
0.9700000000000009,433.56099555202627
0.9800000000000009,435.169933880621
0.9900000000000009,436.77887403766186
1.0000000000000009,438.3878159656739
1.0100000000000007,439.99675960612814
1.020000000000001,441.60570489947713
1.0300000000000011,443.21465178519014
1.040000000000001,444.8236002017888
1.0500000000000007,446.432550086884
1.060000000000001,448.0415013772134
1.0700000000000012,449.65045400867814
1.080000000000001,451.2594079163815
1.0900000000000007,452.8683630346677
1.100000000000001,454.47731929716093
1.1100000000000012,456.0862766368042
1.120000000000001,457.6952349858998
1.1300000000000008,459.3041942761496
1.140000000000001,460.91315443869564
1.1500000000000012,462.52211540416073
1.160000000000001,464.13107710269037
1.1700000000000008,465.7400394639933
1.180000000000001,467.34900241738455
1.1900000000000013,468.9579658918269
1.200000000000001,470.5669298159726
1.2100000000000009,472.1758941182069
1.220000000000001,473.7848587266899
1.2300000000000013,475.3938235693994
1.240000000000001,477.002788574174
1.2500000000000009,478.61175366875585
1.2600000000000011,480.2207187808338
1.2700000000000014,481.82968383808605
1.2800000000000011,483.4386487682234
1.290000000000001,485.0476134990325
1.3000000000000012,486.6565779584186
1.3100000000000014,488.26554207444826
1.3200000000000012,489.87450577539215
1.330000000000001,491.4834689897683
1.3400000000000012,493.09243164638406
1.3500000000000014,494.7013936743784
1.3600000000000012,496.3103550032646
1.370000000000001,497.91931556297175
1.3800000000000012,499.5282752838863
1.3900000000000015,501.13723409689413
1.4000000000000012,502.74619193342096
1.410000000000001,504.35514872547355
1.4200000000000013,505.9641044056802
1.4300000000000015,507.57305890733045
1.4400000000000013,509.18201216441497
1.450000000000001,510.7909641116651
1.4600000000000013,512.3999146845915
1.4700000000000015,514.0088638195222
1.4800000000000013,515.6178114536405
1.490000000000001,517.2267575250232
1.5000000000000013,518.8357019726767
1.5100000000000016,520.4446447365729
1.5200000000000014,522.053585757686
1.5300000000000011,523.6625249780267
1.5400000000000014,525.2714623406772
1.5500000000000016,526.8803977898249
1.5600000000000014,528.4893312707954
1.5700000000000012,530.0982627300855
1.5800000000000014,531.7071921153946
1.5900000000000016,533.3161193756561
1.6000000000000014,534.9250444610674
1.6100000000000012,536.5339673231201
1.6200000000000014,538.1428879146285
1.6300000000000017,539.7518061897576
1.6400000000000015,541.3607221040504
1.6500000000000012,542.9696356144547
