

    0.165411833678523641E-03   -0.120014542843105488E+03   -0.397127268234539921E+01    0.227901564171819449E-03    0.222341344343725666E+03    0.834250496698531492E+03    0.366152828585713630E+00    0.137197691963665186E+00    0.260290852864291935E+03    0.305048228103302108E+03    0.628871051996743020E+02    0.437537620690028604E+02    0.160884407723190634E+03    0.506255345447304994E+00
    0.165348066916393247E-03   -0.120014591024743950E+03   -0.380472741912120194E+01    0.212919549731295477E-03    0.210723706751126770E+03    0.841181173656381020E+03    0.368700752416451449E+00    0.137645519413818807E+00    0.240904541506999067E+03    0.299674456525677442E+03    0.133141745009052357E+03    0.189387927798650928E+02    0.160885321476178433E+03    0.505864504980660490E+00
    0.165298562626811868E-03   -0.120014811482574729E+03   -0.387392319176732824E+01    0.501555887317221751E-03    0.265112409743716171E+03    0.846257950344506753E+03    0.132468650846014724E+00    0.114513847787439227E+00    0.294969932417591963E+03    0.355736614241723203E+03    0.434742840460849322E+02    0.341207076981508862E+03    0.160875967559047297E+03    0.505884424429250523E+00
    0.165385288071417973E-03   -0.120016679862540002E+03   -0.405603358551172466E+01    0.314927257990047459E-03    0.244383426693770360E+03    0.838560974990740874E+03    0.220724870584124350E+00    0.129969505444295835E+00    0.278965100834160182E+03    0.329773162920045479E+03    0.836914713258344847E+02    0.300974629159989533E+02    0.160881814297885029E+03    0.505924115991232548E+00
    0.165350340006873467E-03   -0.120017076528179857E+03   -0.357043883753393887E+01    0.305703803213258651E-03    0.253186242946522981E+03    0.841971892530062973E+03    0.210977901600672368E+00    0.119672790167386092E+00    0.295620348390502727E+03    0.342813865528780809E+03    0.142188194613396615E+02    0.119883241958785987E+03    0.160880708414401823E+03    0.506185899194815825E+00
    0.165288811126560186E-03   -0.120017151501597112E+03   -0.417109089458856719E+01    0.188118529487722334E-03    0.214408418190234926E+03    0.840895609276418327E+03    0.456969922924709337E+00    0.154939854601133464E+00    0.245560982892215947E+03    0.292366712748814507E+03    0.212449334325342107E+02    0.238330011309256918E+03    0.160884939877500670E+03    0.505978406031827088E+00
    0.165224209977985387E-03   -0.120017189009137937E+03   -0.367329647455169761E+01    0.408724616099951396E-03    0.238907452991049098E+03    0.837218072021051057E+03    0.176207227658938453E+00    0.111359015302970876E+00    0.283244730047203291E+03    0.317768013087531301E+03    0.172360342984738736E+03    0.185413553317212809E+02    0.160883038068911503E+03    0.505869107483595259E+00
    0.165168093488820812E-03   -0.120017328953260801E+03   -0.354392797263421322E+01    0.384021203554160250E-03    0.250325264613854102E+03    0.840364724165524422E+03    0.219658536611380323E+00    0.116508569308028581E+00    0.275983221779936059E+03    0.333845349050375660E+03    0.377172836332942794E+02    0.143093376220039573E+03    0.160879876215469665E+03    0.505402582054862437E+00
    0.165101308762723116E-03   -0.120017339438078309E+03   -0.406985208327829362E+01    0.297168328406767924E-03    0.241145105461965301E+03    0.848588374803893771E+03    0.242941964983105302E+00    0.138963113960044543E+00    0.269175811275783417E+03    0.329429656274338640E+03    0.997479930186381836E+02    0.215305333498880657E+03    0.160882331150886472E+03    0.505587979083303107E+00
    0.165057027607905710E-03   -0.120017622290550761E+03   -0.358031273108702841E+01    0.329266455619608490E-03    0.225294699900264021E+03    0.841106349337591269E+03    0.246885789376557002E+00    0.125877278442163343E+00    0.251390580817282341E+03    0.319157165624711979E+03    0.127558840828178788E+03    0.206366842510287000E+03    0.160884411532764716E+03    0.505532074640207552E+00
    0.165068086388536691E-03   -0.120018575621912206E+03   -0.359387091030794492E+01    0.202548153528908431E-03    0.219858728581092777E+03    0.851918336703095520E+03    0.379349450540145405E+00    0.154663670318684193E+00    0.247758334687003895E+03    0.301064204308632441E+03    0.107945651992752985E+03    0.193513726209746295E+02    0.160884355031059357E+03    0.506099063367142721E+00
    0.165029930473744408E-03   -0.120018932599640948E+03   -0.396555089370009251E+01    0.226006104881689736E-03    0.220158119695364320E+03    0.842097802526439409E+03    0.324042193239616472E+00    0.125477205268615055E+00    0.257812388954794812E+03    0.307320618181972577E+03    0.732440998811808868E+02    0.466243004373382917E+02    0.160884747000939001E+03    0.506117689080110233E+00
    0.164977744896194792E-03   -0.120019119398229989E+03   -0.397493721764190289E+01    0.236341712762916660E-03    0.232099822499075430E+03    0.835792567927359983E+03    0.324227024036410627E+00    0.123855590085637707E+00    0.276834692239965818E+03    0.315296978633207516E+03    0.554852691185529494E+02    0.312594452816030355E+03    0.160883843457667723E+03    0.505759950307757111E+00
    0.164997245239301203E-03   -0.120020175120278140E+03   -0.380910869267962626E+01    0.270839111122935059E-03    0.234847853833524312E+03    0.839303384070155062E+03    0.330010527298848388E+00    0.127051319989884309E+00    0.273594689573920107E+03    0.315467853102945924E+03    0.512570323214833792E+02    0.124609874617403307E+03    0.160883442077450241E+03    0.506061479961259608E+00
    0.164945955538885755E-03   -0.120020372656248895E+03   -0.369959201422886252E+01    0.288521408598891888E-03    0.225300373493866687E+03    0.839565724713937925E+03    0.295271774965262190E+00    0.116801450764218301E+00    0.259061807402287684E+03    0.316217480858421084E+03    0.887161134420867938E+02    0.227331141172630197E+03    0.160884271467188285E+03    0.506303252651557623E+00
    0.165149888246996830E-03   -0.120023663186791396E+03   -0.352441102202776158E+01    0.271371853440650955E-03    0.223625240367624627E+03    0.850353138505596689E+03    0.275765497547629912E+00    0.131429933343377880E+00    0.248323155574549759E+03    0.304795642836286049E+03    0.654781826452135789E+02    0.190543457900984464E+03    0.160884481901488954E+03    0.506093555950566043E+00
    0.165084401356591700E-03   -0.120023689305788182E+03   -0.369846871267833777E+01    0.241721064405136632E-03    0.228000673788855948E+03    0.844092756565931722E+03    0.301049660663992635E+00    0.128873380894447692E+00    0.256487256896888766E+03    0.310804691654229316E+03    0.797433492690560399E+02    0.340836445064636962E+03    0.160884104872915714E+03    0.505388567325324445E+00
    0.165046354068392842E-03   -0.120024047645532804E+03   -0.405621134264367811E+01    0.199192774833250539E-03    0.217040007694285464E+03    0.843582446694435589E+03    0.372360372254125105E+00    0.144065521464034951E+00    0.250491848435492358E+03    0.297058793776533889E+03    0.717604065132023123E+02    0.142366550054526215E+03    0.160884968291829807E+03    0.506320120752893454E+00
    0.164983725346023536E-03   -0.120024107915021119E+03   -0.379639511728610124E+01    0.326297545975477255E-03    0.239332480458606028E+03    0.840172975701238101E+03    0.209516254463632812E+00    0.122221432589594087E+00    0.273976871171746325E+03    0.323315843732451526E+03    0.806347505009868257E+02    0.183049242000874273E+02    0.160882357938776892E+03    0.506504901980019850E+00
    0.164925474958631653E-03   -0.120024220991721862E+03   -0.382831724419389996E+01    0.247199957339231519E-03    0.207433373575793013E+03    0.837563245834565350E+03    0.407413340370599952E+00    0.932014947859473863E-01    0.244090236421384702E+03    0.304096039025994287E+03    0.130360179962781842E+03    0.225118709421349877E+03    0.160885989753940208E+03    0.506355913413173542E+00
    0.164931497942733999E-03   -0.120025113365583138E+03   -0.319823944393503945E+01    0.257426995297334511E-03    0.233266279308804087E+03    0.841287726269159862E+03    0.303366241209163834E+00    0.132867179771665345E+00    0.271241500243765188E+03    0.317863858045809593E+03    0.148530754225188986E+02    0.619872842378635625E+02    0.160883185974824812E+03    0.506106990857243533E+00
    0.164910554956268404E-03   -0.120025678725979034E+03   -0.348294574780776856E+01    0.353965443288985248E-03    0.243428437886955720E+03    0.847020270662664302E+03    0.217905113070221923E+00    0.127584286338428943E+00    0.266254707500403583E+03    0.330139643030656316E+03    0.677194031626601998E+02    0.486074821572970777E+02    0.160881610755179111E+03    0.505931519574359667E+00
    0.164881436947049312E-03   -0.120026144894137673E+03   -0.370672824960500291E+01    0.571655257942307719E-03    0.265530550236810711E+03    0.848166154663398061E+03    0.106821626235164349E+00    0.113965532574573244E+00    0.289894164985958525E+03    0.357225051549118632E+03    0.528977046272723044E+02    0.345762040550264260E+03    0.160874771081160304E+03    0.506106131487635502E+00
    0.164885574090714343E-03   -0.120027014413101568E+03   -0.370357554107799114E+01    0.239743731600137159E-03    0.223166210410449082E+03    0.848074227347695341E+03    0.333816423042633204E+00    0.139408638065063734E+00    0.260429153181579295E+03    0.313650194447549609E+03    0.150281070148381843E+03    0.287473980684909520E+02    0.160884360263242741E+03    0.505821951657884350E+00
    0.165131817088197885E-03   -0.120030818356308501E+03   -0.372436483178310418E+01    0.316673869971561975E-03    0.247972311063856097E+03    0.844238946906659748E+03    0.250536209450099079E+00    0.112390175899292094E+00    0.292794054589385439E+03    0.336855877466767538E+03    0.343029071879130427E+02    0.291062397940014762E+03    0.160881810778003342E+03    0.506103697745332481E+00
    0.165069939712847035E-03   -0.120030888122120729E+03   -0.381527270409290287E+01    0.433571888300213117E-03    0.274320611625246215E+03    0.858920512011512983E+03    0.142188874502008067E+00    0.128694151587947836E+00    0.309694296359016960E+03    0.149695764541505882E+01    0.120395437485248173E+02    0.222751830276657074E+03    0.160876528973455294E+03    0.505566253234554397E+00
    0.165064090992060082E-03   -0.120031636593655051E+03   -0.402938663479777581E+01    0.223254714546908039E-03    0.226581636702578635E+03    0.839818009676034080E+03    0.341001625958929078E+00    0.138906995262293526E+00    0.263713280854029392E+03    0.314704053109679990E+03    0.773554248224263574E+02    0.217052346135048566E+03    0.160883959636136126E+03    0.505761175229175408E+00
    0.165171210429879584E-03   -0.120033753422309374E+03   -0.339413721800205881E+01    0.236928911646500009E-03    0.216483847483214674E+03    0.834869757784702642E+03    0.337971913660664702E+00    0.133881224507934854E+00    0.260420367936739240E+03    0.304078456073488667E+03    0.154412044601837465E+03    0.352400965898207517E+03    0.160885182683862013E+03    0.506068674896894555E+00
    0.165180985290536945E-03   -0.120034691115488940E+03   -0.352663136355333551E+01    0.183327065310144826E-03    0.215305055941065262E+03    0.852788681300928260E+03    0.466626492911701884E+00    0.156960210602682337E+00    0.247758666590659914E+03    0.296536877401808113E+03    0.842633960896230718E+02    0.379012213535839564E+02    0.160884641145126210E+03    0.505913301916223856E+00
    0.165168940579641342E-03   -0.120035364609978629E+03   -0.347319307585191073E+01    0.234608328002437034E-03    0.233296730958618269E+03    0.838274513817850334E+03    0.322036816491786004E+00    0.134003291891318016E+00    0.273359394738290291E+03    0.315025755730474373E+03    0.210742219238754238E+02    0.633605899848021892E+02    0.160883411723122862E+03    0.506125251608983140E+00
    0.165145188064146618E-03   -0.120035896310838552E+03   -0.377544151160265828E+01    0.354937910580520701E-03    0.246196517565202555E+03    0.843573171869065391E+03    0.177576258176368962E+00    0.123378067900092300E+00    0.273686769569166813E+03    0.338962262950172317E+03    0.434707125003830939E+02    0.629480176593910343E+02    0.160881258822571681E+03    0.505865593513464606E+00
    0.165082795316957761E-03   -0.120035959893562662E+03   -0.402715747899193133E+01    0.286949031117640033E-03    0.228381517391563250E+03    0.839475913141355932E+03    0.247832660817026790E+00    0.120724514651261702E+00    0.260678558408277524E+03    0.311940140552272339E+03    0.350807278745809015E+02    0.427994571325367517E+02    0.160883852717642668E+03    0.506324804517992111E+00
    0.165031941376005142E-03   -0.120036163032733668E+03   -0.385122854318905450E+01    0.164312421514121955E-03    0.216368111274809223E+03    0.855062504005198889E+03    0.454761779995885518E+00    0.166281884078649939E+00    0.249478809827226655E+03    0.295405848652738939E+03    0.840204536219267624E+02    0.275412920695886854E+01    0.160884500938331712E+03    0.505912374317398994E+00
    0.165018782737319199E-03   -0.120036822894933167E+03   -0.405589527388727600E+01    0.303792371034797065E-03    0.253802659419914363E+03    0.837747417534622627E+03    0.239742027401389113E+00    0.124968002832842290E+00    0.297890195988380128E+03    0.341241200306263067E+03    0.241225229147461100E+02    0.136987460546154466E+03    0.160880729787114262E+03    0.505684545878688829E+00
    0.164996975244395972E-03   -0.120037377910644551E+03   -0.382863789816399214E+01    0.239588574224404026E-03    0.215031298309138435E+03    0.841526482172722694E+03    0.364127754473765664E+00    0.114102184772039927E+00    0.255821293761945810E+03    0.316366515300256424E+03    0.152231077401997510E+03    0.219783266237359442E+03    0.160885002232672576E+03    0.506139442510300075E+00
    0.164947454787600677E-03   -0.120037596897921219E+03   -0.362002723415335392E+01    0.379559842539015568E-03    0.231995283147159967E+03    0.846990936432687477E+03    0.262849564616632225E+00    0.104187508473215062E+00    0.253374419361057022E+03    0.328698517208933424E+03    0.895644770065164977E+02    0.618605118953032544E+02    0.160883666446067139E+03    0.506098418123956839E+00
    0.164931967278344902E-03   -0.120038228438255118E+03   -0.381061745145572317E+01    0.252280593654624445E-03    0.222854908231590031E+03    0.837140729594900563E+03    0.322702848402851294E+00    0.126172525314654393E+00    0.247397229494027698E+03    0.298323060849973899E+03    0.474289429912090128E+02    0.313390021678364917E+03    0.160884795451747266E+03    0.506122253568425773E+00
    0.164955460999457326E-03   -0.120039332644146924E+03   -0.373768798052840667E+01    0.357105995783104713E-03    0.244935636931193613E+03    0.860515525505738310E+03    0.209078172086094499E+00    0.139079878716957872E+00    0.270162131033876051E+03    0.336535259094044818E+03    0.998099005422051420E+02    0.510597891857924608E+02    0.160882291988236744E+03    0.505744297882807392E+00
    0.164913085384919063E-03   -0.120039638131980595E+03   -0.376196608417005551E+01    0.412590690695565959E-03    0.258654509762304485E+03    0.845624485323544491E+03    0.160754196156045026E+00    0.111246852473213170E+00    0.301206810591845056E+03    0.344339344609566297E+03    0.997492726566120069E+02    0.296514437744839654E+01    0.160878940442785421E+03    0.506238066318356772E+00
    0.164889726149426057E-03   -0.120040174156778974E+03   -0.385538541746241981E+01    0.458417635515849064E-03    0.257649950474393279E+03    0.845741503240308703E+03    0.162718465954779207E+00    0.116216963332262752E+00    0.287099080271042226E+03    0.346651246334127393E+03    0.409339342230376815E+02    0.346834880892891874E+03    0.160877813563593321E+03    0.505868032723101768E+00
    0.164831150882990883E-03   -0.120040282888831143E+03   -0.380096279755286703E+01    0.217714790490635958E-03    0.211365461883216199E+03    0.840486797147917400E+03    0.493391165678327581E+00    0.110752562149719361E+00    0.250576632259553094E+03    0.307697821281897120E+03    0.149597763654139300E+03    0.462338566408700942E+02    0.160885399368908082E+03    0.505632902508270532E+00
    0.164773938045964258E-03   -0.120040407905335627E+03   -0.352714057757991606E+01    0.446863224171481271E-03    0.256601801288597073E+03    0.839421765348693725E+03    0.169249030173295734E+00    0.101170351710985831E+00    0.299330202515863277E+03    0.342394767007965129E+03    0.986060309078772832E+02    0.348145365688343475E+03    0.160878830006680857E+03    0.505798571985774270E+00
    0.164866318660057519E-03   -0.120042348228744871E+03   -0.368561771469453348E+01    0.200008843835174668E-03    0.216790410268588403E+03    0.835739045220160961E+03    0.359592042192469763E+00    0.138109488344470677E+00    0.252907705777794973E+03    0.300351664699243770E+03    0.108944039296972932E+03    0.178729213766418610E+03    0.160884980244422678E+03    0.505791583474001993E+00
    0.164810986064663586E-03   -0.120042496210456193E+03   -0.379459590187180629E+01    0.514176932842623545E-03    0.259760962244184554E+03    0.840475632288188876E+03    0.124327108170398035E+00    0.110406705471624969E+00    0.287236810090295080E+03    0.348878712473302471E+03    0.325091207793158503E+02    0.386474505028123687E+02    0.160876613100882963E+03    0.506248107924093249E+00
    0.164870151607964422E-03   -0.120044033398525897E+03   -0.401821254518386528E+01    0.368824836895532385E-03    0.221513788041966706E+03    0.844579685216884855E+03    0.217443124106265456E+00    0.129232193132953588E+00    0.251393172314228366E+03    0.304533866561397588E+03    0.142897863271023510E+03    0.175100248047609739E+03    0.160885247944328739E+03    0.506171022682196603E+00
    0.164892003620645700E-03   -0.120045117798787587E+03   -0.396965548762305476E+01    0.377737289182340948E-03    0.224120257806456692E+03    0.838053430397348279E+03    0.244586362085913028E+00    0.977007531688014880E-01    0.239129195138349871E+03    0.315284242781984233E+03    0.107572465505914224E+03    0.485873629186504132E+02    0.160884788592141149E+03    0.505771023833884059E+00
    0.164862114756409881E-03   -0.120045574575719016E+03   -0.400482721143690412E+01    0.331646806056449834E-03    0.244252717355832118E+03    0.850697043493023898E+03    0.224755341730583397E+00    0.127784540276238617E+00    0.275835404394814873E+03    0.325377732484318415E+03    0.747752640384503877E+02    0.345689370182078960E+03    0.160881585040123042E+03    0.506132356045298382E+00
    0.164796565596314479E-03   -0.120045598554131971E+03   -0.399686723238972030E+01    0.160766767583045666E-03    0.219896164220423316E+03    0.838886304260596035E+03    0.447100437883664159E+00    0.161159271173160173E+00    0.261190702009312361E+03    0.302688236013873507E+03    0.176397004831992845E+02    0.151486399963580851E+03    0.160884167703944769E+03    0.506226045510401290E+00
