5264.581385999918	1.003073	0.001443
5264.58231800003	1.002222	0.00142
5264.583271000069	1.000072	0.001419
5264.584203999955	1.000836	0.001414
5264.585136999842	0.999071	0.001425
5264.586091000121	0.998939	0.001434
5264.587026999798	0.998693	0.001405
5264.5879799998365	0.998572	0.001393
5264.588944999967	1.000921	0.001403
5264.589877999853	0.999123	0.00139
5264.5908249998465	1.000222	0.001392
5264.591775000095	1.00189	0.001379
5264.592716999818	0.999034	0.001378
5264.5936670000665	0.998353	0.001395
5264.594603000209	0.999586	0.001369
5264.595542000141	0.99583	0.001379
5264.596473999787	1.000468	0.001366
5264.59741399996	1.0004	0.001369
5264.598348999862	1.000419	0.001375
5264.599303999916	0.999736	0.001378
5264.600240999833	0.999953	0.001383
5264.601170999929	1.002118	0.001391
5264.602109999862	0.999491	0.001377
5264.603070000187	1.00263	0.001366
5264.60402100021	1.000768	0.001365
5264.6049520000815	1.000999	0.001379
5264.605893999804	0.999699	0.001368
5264.606840999797	0.999142	0.001367
5264.607772999909	0.997717	0.001382
5264.608721999917	0.997877	0.001367
5264.609670999926	1.001847	0.001358
5264.610611999873	0.998861	0.001352
5264.611556000076	1.000479	0.001354
5264.612499000039	1.000967	0.00137
5264.613448999822	0.996764	0.001354
5264.61438400019	1.000289	0.001358
5264.615317999851	0.999621	0.001374
5264.616251999978	0.99708	0.001349
5264.617188999895	1.00228	0.001366
5264.618135999888	0.998187	0.001355
5264.619088000152	0.999999	0.001361
5264.620023999829	0.999041	0.001349
5264.620955999941	1.00101	0.001372
5264.621884000022	0.999818	0.001351
5264.622812999878	0.997676	0.001351
5264.6237420002	1.002726	0.001363
5264.624677999876	1.000893	0.001362
5264.625628000125	1.001245	0.001359
5264.62659299979	0.998454	0.001349
5264.627549999859	0.999153	0.001349
5264.628485000227	1.000181	0.001358
5264.629424999934	1.000834	0.001358
5264.630373000167	0.999225	0.001377
5264.631308000069	0.998468	0.001358
5264.632251999807	0.998047	0.001361
5264.633194999769	1.000292	0.001363
5264.634128999896	0.999757	0.001351
5264.63507999992	1.001512	0.001357
5264.636032000184	0.999967	0.001352
5264.636969999876	1.000246	0.001345
5264.637912000064	1.000402	0.001348
5264.638853000011	1.001746	0.001352
5264.6398029997945	1.001216	0.001355
5264.6407369999215	1.00034	0.001349
5264.641677999869	1.001957	0.001352
5264.642616999801	1.001345	0.001351
5264.643554999959	0.999192	0.001351
5264.644497999921	0.999434	0.001369
5264.645465999842	1.002411	0.001368
5264.646406999789	1.000549	0.001364
5264.647336999886	1.001122	0.001371
5264.648266999982	1.000559	0.001362
5264.6492030001245	0.998584	0.001358
5264.650133999996	0.999998	0.001362
5264.651070000138	1.002967	0.001363
5264.651999999769	0.998817	0.00136
5264.652950000018	0.998966	0.001349
5264.653917000163	1.00058	0.001343
5264.654852000065	0.999347	0.001341
5264.6557829999365	1.0012	0.001354
5264.6567199998535	0.999338	0.001334
5264.6576539999805	1.000623	0.001334
5264.658584000077	0.997381	0.001333
5264.65952999983	1.002015	0.001334
5264.660465000197	0.999306	0.001338
5264.661406000145	0.999865	0.001336
5264.662363000214	1.00022	0.001351
5264.663321000058	1.000263	0.001334
5264.66425300017	1.001051	0.001342
5264.665194999892	0.998762	0.001329
5264.66613300005	1.000661	0.001357
5264.667071999982	0.999288	0.00135
5264.66802099999	0.998838	0.001362
5264.668957000133	1.001502	0.001365
5264.66989400005	0.997694	0.00134
5264.670834000222	0.998261	0.001353
5264.6717659998685	0.997225	0.00134
5264.672706999816	1.001299	0.001343
5264.673655999824	0.998688	0.001354
5264.674596999772	0.999864	0.001335
5264.675526999868	1.000499	0.001329
5264.67646199977	0.998903	0.001339
5264.677399999928	1.000971	0.001343
5264.67833600007	1.001144	0.001336
5264.679283000063	0.998513	0.001329
5264.680224999785	1.000535	0.001335
5264.681175000034	1.001336	0.001352
5264.682120000012	0.999836	0.001332
5264.683054999914	1.000437	0.001343
5264.6839930000715	1.001508	0.001352
5264.684944000095	1.001714	0.001336
5264.685891999863	1.002364	0.001332
5264.686879999936	0.997811	0.001331
5264.687820999883	0.999452	0.001343
5264.688759000041	1.000231	0.001335
5264.689706000034	0.999273	0.001363
5264.690657000057	1.000685	0.00134
5264.691606999841	1.001076	0.001335
5264.692547000013	0.998825	0.001333
5264.693489999976	0.999622	0.001336
5264.69444500003	1.000962	0.001343
5264.695383000188	0.999527	0.001354
5264.696318999864	0.998557	0.001373
5264.697271000128	0.999083	0.001371
5264.6982129998505	1.000217	0.001376
5264.699151999783	0.999073	0.001333
5264.70008599991	1.001034	0.001337
5264.701038999949	0.996626	0.001361
5264.701979000121	0.99808	0.001376
5264.702909999993	0.998617	0.001351
5264.7038449998945	0.999891	0.001344
5264.704785000067	0.99993	0.001345
5264.705721999984	0.997549	0.001362
5264.706654999871	0.994735	0.001336
5264.707591000013	0.998532	0.001335
5264.708531000186	0.999969	0.001342
5264.709480999969	0.997432	0.001337
5264.710427999962	0.996252	0.001339
5264.711364999879	0.998299	0.001336
5264.712307999842	0.996667	0.001337
5264.713237999938	0.996155	0.001331
5264.714176999871	0.99767	0.001335
5264.7151119997725	0.998671	0.001344
5264.716051999945	0.996456	0.001341
5264.716992000118	0.996027	0.001343
5264.7179279997945	0.995955	0.001339
